"rbd";"agno";"nivel";"grado";"ind";"dim";"sdim";"niv_bajo_por";"niv_medio_por";"niv_alto_por";"niv_mbajo_por";"niv_mmedio_por";"niv_malto_por";"fecha_bbdd";"codigo_bdd"
9579;2023;MEDIA;2;HV;HA;AL;22;59;19;;;;20240528;final20240528v1
9579;2023;MEDIA;2;CC;AO;AO;90;9;1;;;;20240528;final20240528v1
9579;2023;MEDIA;2;CC;AR;CS;48;46;7;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;VD;EP;68;25;8;;;;20240528;final20240528v1
9579;2023;MEDIA;2;AM;ME;ID;56;40;4;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;SP;IE;37;56;8;;;;20240528;final20240528v1
9579;2023;MEDIA;2;CC;AS;MP;38;47;15;;;;20240528;final20240528v1
9579;2023;MEDIA;2;AM;AA;PA;24;36;40;;;;20240528;final20240528v1
9579;2023;MEDIA;2;HV;AC;PC;50;;50;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;VD;PD;75;12;13;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;PA;PE;89;4;7;;;;20240528;final20240528v1
9579;2023;MEDIA;2;HV;HA;PH;78;;22;;;;20240528;final20240528v1
9579;2023;MEDIA;2;AM;ME;PM;81;;20;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;PA;PP;81;10;9;;;;20240528;final20240528v1
9579;2023;MEDIA;2;CC;AO;PR;83;;17;;;;20240528;final20240528v1
9579;2023;MEDIA;2;HV;VA;PV;52;;48;;;;20240528;final20240528v1
9579;2023;MEDIA;2;PF;VD;RD;42;46;13;;;;20240528;final20240528v1
9579;2023;MEDIA;2;CC;AS;TV;73;;27;;;;20240528;final20240528v1
9581;2023;MEDIA;2;AM;AA;AA;40;40;21;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AR;AB;34;48;18;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;AC;AC;13;68;19;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;VA;AF;32;41;27;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;HA;AL;17;62;21;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AO;AO;87;13;0;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AR;CS;64;30;6;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;VD;EP;54;25;21;;;;20240528;final20240528v1
9581;2023;MEDIA;2;AM;ME;ID;47;48;6;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;SP;IE;33;50;17;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AS;MP;17;48;35;;;;20240528;final20240528v1
9581;2023;MEDIA;2;AM;AA;PA;20;36;44;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;AC;PC;39;;61;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;VD;PD;48;21;32;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;PA;PE;93;3;4;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;HA;PH;68;;32;;;;20240528;final20240528v1
9581;2023;MEDIA;2;AM;ME;PM;69;;31;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;PA;PP;80;12;8;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AO;PR;54;;46;;;;20240528;final20240528v1
9581;2023;MEDIA;2;HV;VA;PV;60;;40;;;;20240528;final20240528v1
9581;2023;MEDIA;2;PF;VD;RD;27;41;32;;;;20240528;final20240528v1
9581;2023;MEDIA;2;CC;AS;TV;67;;33;;;;20240528;final20240528v1
9582;2023;MEDIA;2;AM;AA;AA;42;28;30;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AR;AB;43;40;17;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;AC;AC;24;51;25;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;VA;AF;31;49;20;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;HA;AL;10;65;25;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AO;AO;90;10;0;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AR;CS;38;53;8;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;VD;EP;60;17;23;;;;20240528;final20240528v1
9582;2023;MEDIA;2;AM;ME;ID;46;51;3;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;SP;IE;45;45;10;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AS;MP;25;58;17;;;;20240528;final20240528v1
9582;2023;MEDIA;2;AM;AA;PA;17;58;25;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;AC;PC;29;;71;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;VD;PD;75;12;14;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;PA;PE;88;5;7;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;HA;PH;65;;35;;;;20240528;final20240528v1
9582;2023;MEDIA;2;AM;ME;PM;77;;23;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;PA;PP;73;10;17;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AO;PR;85;;15;;;;20240528;final20240528v1
9582;2023;MEDIA;2;HV;VA;PV;41;;59;;;;20240528;final20240528v1
9582;2023;MEDIA;2;PF;VD;RD;31;49;20;;;;20240528;final20240528v1
9582;2023;MEDIA;2;CC;AS;TV;76;;24;;;;20240528;final20240528v1
9583;2023;MEDIA;2;AM;AA;AA;32;42;27;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AR;AB;27;55;18;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;AC;AC;22;49;28;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;VA;AF;36;38;26;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;HA;AL;20;62;19;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AO;AO;80;20;0;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AR;CS;35;57;7;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;VD;EP;61;24;15;;;;20240528;final20240528v1
9583;2023;MEDIA;2;AM;ME;ID;40;52;7;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;SP;IE;37;54;10;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AS;MP;20;61;19;;;;20240528;final20240528v1
9583;2023;MEDIA;2;AM;AA;PA;12;50;38;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;AC;PC;25;;75;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;VD;PD;66;15;19;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;PA;PE;81;5;15;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;HA;PH;44;;56;;;;20240528;final20240528v1
9583;2023;MEDIA;2;AM;ME;PM;79;;21;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;PA;PP;68;17;15;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AO;PR;68;;32;;;;20240528;final20240528v1
9583;2023;MEDIA;2;HV;VA;PV;40;;61;;;;20240528;final20240528v1
9583;2023;MEDIA;2;PF;VD;RD;26;53;21;;;;20240528;final20240528v1
9583;2023;MEDIA;2;CC;AS;TV;77;;24;;;;20240528;final20240528v1
9584;2023;MEDIA;2;AM;AA;AA;30;40;30;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AR;AB;12;54;34;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;AC;AC;9;60;31;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;VA;AF;18;39;43;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;HA;AL;7;54;39;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AO;AO;66;33;1;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AR;CS;30;48;23;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;VD;EP;29;35;37;;;;20240528;final20240528v1
9584;2023;MEDIA;2;AM;ME;ID;39;54;7;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;SP;IE;15;51;34;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AS;MP;7;42;51;;;;20240528;final20240528v1
9584;2023;MEDIA;2;AM;AA;PA;10;34;57;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;AC;PC;12;;88;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;VD;PD;31;21;47;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;PA;PE;87;4;9;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;HA;PH;55;;45;;;;20240528;final20240528v1
9584;2023;MEDIA;2;AM;ME;PM;57;;43;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;PA;PP;70;9;22;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AO;PR;43;;57;;;;20240528;final20240528v1
9584;2023;MEDIA;2;HV;VA;PV;42;;58;;;;20240528;final20240528v1
9584;2023;MEDIA;2;PF;VD;RD;12;38;51;;;;20240528;final20240528v1
9584;2023;MEDIA;2;CC;AS;TV;74;;26;;;;20240528;final20240528v1
9587;2023;MEDIA;2;AM;AA;AA;29;34;37;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AR;AB;34;43;23;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;AC;AC;18;50;32;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;VA;AF;44;24;32;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;HA;AL;18;46;36;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AO;AO;80;17;3;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AR;CS;34;54;11;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;VD;EP;49;27;24;;;;20240528;final20240528v1
9587;2023;MEDIA;2;AM;ME;ID;34;51;14;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;SP;IE;21;58;21;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AS;MP;29;49;23;;;;20240528;final20240528v1
9587;2023;MEDIA;2;AM;AA;PA;20;31;49;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;AC;PC;29;;71;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;VD;PD;69;19;13;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;PA;PE;82;6;12;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;HA;PH;44;;56;;;;20240528;final20240528v1
9587;2023;MEDIA;2;AM;ME;PM;74;;26;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;PA;PP;55;9;36;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AO;PR;69;;31;;;;20240528;final20240528v1
9587;2023;MEDIA;2;HV;VA;PV;62;;38;;;;20240528;final20240528v1
9587;2023;MEDIA;2;PF;VD;RD;31;47;22;;;;20240528;final20240528v1
9587;2023;MEDIA;2;CC;AS;TV;74;;27;;;;20240528;final20240528v1
9599;2023;MEDIA;2;AM;AA;AA;30;41;30;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AR;AB;38;41;22;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;AC;AC;27;49;24;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;VA;AF;51;27;22;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;HA;AL;25;44;31;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AO;AO;68;32;0;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AR;CS;41;46;14;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;VD;EP;46;22;32;;;;20240528;final20240528v1
9599;2023;MEDIA;2;AM;ME;ID;41;54;5;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;SP;IE;49;43;8;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AS;MP;43;38;19;;;;20240528;final20240528v1
9599;2023;MEDIA;2;AM;AA;PA;8;35;57;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;AC;PC;22;;78;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;VD;PD;65;11;24;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;PA;PE;89;3;8;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;HA;PH;54;;46;;;;20240528;final20240528v1
9599;2023;MEDIA;2;AM;ME;PM;60;;41;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;PA;PP;60;8;32;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AO;PR;76;;24;;;;20240528;final20240528v1
9599;2023;MEDIA;2;HV;VA;PV;46;;54;;;;20240528;final20240528v1
9599;2023;MEDIA;2;PF;VD;RD;27;43;30;;;;20240528;final20240528v1
9599;2023;MEDIA;2;CC;AS;TV;60;;41;;;;20240528;final20240528v1
9601;2023;MEDIA;2;AM;AA;AA;32;46;22;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AR;AB;46;39;15;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;AC;AC;15;59;27;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;VA;AF;34;39;27;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;HA;AL;7;59;34;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AO;AO;73;27;0;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AR;CS;42;51;7;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;VD;EP;71;17;12;;;;20240528;final20240528v1
9601;2023;MEDIA;2;AM;ME;ID;30;63;8;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;SP;IE;49;44;7;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AS;MP;32;54;15;;;;20240528;final20240528v1
9601;2023;MEDIA;2;AM;AA;PA;23;48;30;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;AC;PC;39;;61;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;VD;PD;78;5;17;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;PA;PE;81;5;15;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;HA;PH;51;;49;;;;20240528;final20240528v1
9601;2023;MEDIA;2;AM;ME;PM;73;;27;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;PA;PP;76;5;20;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AO;PR;76;;24;;;;20240528;final20240528v1
9601;2023;MEDIA;2;HV;VA;PV;56;;44;;;;20240528;final20240528v1
9601;2023;MEDIA;2;PF;VD;RD;39;44;17;;;;20240528;final20240528v1
9601;2023;MEDIA;2;CC;AS;TV;61;;39;;;;20240528;final20240528v1
9608;2023;MEDIA;2;AM;AA;AA;20;45;35;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AR;AB;20;65;15;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;AC;AC;15;70;15;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;VA;AF;30;40;30;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;HA;AL;20;70;10;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AO;AO;70;30;0;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AR;CS;35;45;20;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;VD;EP;60;20;20;;;;20240528;final20240528v1
9608;2023;MEDIA;2;AM;ME;ID;35;50;15;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;SP;IE;40;40;20;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AS;MP;5;85;10;;;;20240528;final20240528v1
9608;2023;MEDIA;2;AM;AA;PA;10;40;50;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;AC;PC;15;;85;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;VD;PD;70;10;20;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;PA;PE;80;10;10;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;HA;PH;45;;55;;;;20240528;final20240528v1
9608;2023;MEDIA;2;AM;ME;PM;70;;30;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;PA;PP;60;15;25;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AO;PR;70;;30;;;;20240528;final20240528v1
9608;2023;MEDIA;2;HV;VA;PV;30;;70;;;;20240528;final20240528v1
9608;2023;MEDIA;2;PF;VD;RD;25;45;30;;;;20240528;final20240528v1
9608;2023;MEDIA;2;CC;AS;TV;65;;35;;;;20240528;final20240528v1
9634;2023;MEDIA;2;AM;AA;AA;21;37;42;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AR;AB;24;47;29;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;AC;AC;11;56;33;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;VA;AF;19;37;45;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;HA;AL;18;47;35;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AO;AO;73;26;1;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AR;CS;45;41;14;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;VD;EP;46;24;31;;;;20240528;final20240528v1
9634;2023;MEDIA;2;AM;ME;ID;28;55;18;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;SP;IE;28;55;18;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AS;MP;14;55;32;;;;20240528;final20240528v1
9634;2023;MEDIA;2;AM;AA;PA;14;37;50;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;AC;PC;29;;71;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;VD;PD;48;17;35;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;PA;PE;81;8;12;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;HA;PH;45;;55;;;;20240528;final20240528v1
9634;2023;MEDIA;2;AM;ME;PM;64;;36;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;PA;PP;62;15;23;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AO;PR;57;;43;;;;20240528;final20240528v1
9634;2023;MEDIA;2;HV;VA;PV;45;;55;;;;20240528;final20240528v1
9634;2023;MEDIA;2;PF;VD;RD;18;47;35;;;;20240528;final20240528v1
9634;2023;MEDIA;2;CC;AS;TV;79;;21;;;;20240528;final20240528v1
9637;2023;MEDIA;2;AM;AA;AA;25;39;35;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AR;AB;39;49;12;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;AC;AC;9;66;25;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;VA;AF;21;43;37;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;HA;AL;17;43;40;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AO;AO;93;7;0;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AR;CS;48;46;7;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;VD;EP;60;21;20;;;;20240528;final20240528v1
9637;2023;MEDIA;2;AM;ME;ID;43;54;3;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;SP;IE;43;44;12;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AS;MP;34;46;21;;;;20240528;final20240528v1
9637;2023;MEDIA;2;AM;AA;PA;16;57;27;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;AC;PC;24;;76;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;VD;PD;65;18;17;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;PA;PE;76;8;16;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;HA;PH;43;;57;;;;20240528;final20240528v1
9637;2023;MEDIA;2;AM;ME;PM;85;;15;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;PA;PP;68;11;21;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AO;PR;78;;22;;;;20240528;final20240528v1
9637;2023;MEDIA;2;HV;VA;PV;42;;58;;;;20240528;final20240528v1
9637;2023;MEDIA;2;PF;VD;RD;31;46;23;;;;20240528;final20240528v1
9637;2023;MEDIA;2;CC;AS;TV;83;;17;;;;20240528;final20240528v1
9638;2023;MEDIA;2;AM;AA;AA;43;23;34;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AR;AB;26;46;29;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;AC;AC;20;63;17;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;VA;AF;43;26;31;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;HA;AL;11;54;34;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AO;AO;77;23;0;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AR;CS;40;43;17;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;VD;EP;26;46;29;;;;20240528;final20240528v1
9638;2023;MEDIA;2;AM;ME;ID;57;29;14;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;SP;IE;40;46;14;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AS;MP;14;51;34;;;;20240528;final20240528v1
9638;2023;MEDIA;2;AM;AA;PA;9;43;49;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;AC;PC;20;;80;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;VD;PD;57;11;31;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;PA;PE;77;11;11;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;HA;PH;54;;46;;;;20240528;final20240528v1
9638;2023;MEDIA;2;AM;ME;PM;69;;31;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;PA;PP;71;11;17;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AO;PR;63;;37;;;;20240528;final20240528v1
9638;2023;MEDIA;2;HV;VA;PV;57;;43;;;;20240528;final20240528v1
9638;2023;MEDIA;2;PF;VD;RD;29;37;34;;;;20240528;final20240528v1
9638;2023;MEDIA;2;CC;AS;TV;63;;37;;;;20240528;final20240528v1
9646;2023;MEDIA;2;AM;AA;AA;20;33;47;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AR;AB;31;49;19;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;AC;AC;12;65;23;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;VA;AF;22;39;39;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;HA;AL;8;55;37;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AO;AO;70;30;0;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AR;CS;35;50;15;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;VD;EP;44;31;25;;;;20240528;final20240528v1
9646;2023;MEDIA;2;AM;ME;ID;39;54;7;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;SP;IE;34;51;14;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AS;MP;21;56;24;;;;20240528;final20240528v1
9646;2023;MEDIA;2;AM;AA;PA;16;49;36;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;AC;PC;31;;69;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;VD;PD;51;22;27;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;PA;PE;83;8;10;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;HA;PH;45;;55;;;;20240528;final20240528v1
9646;2023;MEDIA;2;AM;ME;PM;68;;32;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;PA;PP;65;14;21;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AO;PR;63;;37;;;;20240528;final20240528v1
9646;2023;MEDIA;2;HV;VA;PV;50;;50;;;;20240528;final20240528v1
9646;2023;MEDIA;2;PF;VD;RD;19;47;34;;;;20240528;final20240528v1
9646;2023;MEDIA;2;CC;AS;TV;72;;28;;;;20240528;final20240528v1
9647;2023;MEDIA;2;AM;AA;AA;19;37;44;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AR;AB;23;45;33;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;AC;AC;13;59;27;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;VA;AF;16;38;46;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;HA;AL;14;47;40;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AO;AO;78;20;2;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AR;CS;32;56;12;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;VD;EP;42;24;34;;;;20240528;final20240528v1
9647;2023;MEDIA;2;AM;ME;ID;32;51;17;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;SP;IE;32;47;21;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AS;MP;20;54;26;;;;20240528;final20240528v1
9647;2023;MEDIA;2;AM;AA;PA;9;41;50;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;AC;PC;32;;68;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;VD;PD;51;15;34;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;PA;PE;85;7;8;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;HA;PH;64;;36;;;;20240528;final20240528v1
9647;2023;MEDIA;2;AM;ME;PM;61;;39;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;PA;PP;66;4;30;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AO;PR;63;;37;;;;20240528;final20240528v1
9647;2023;MEDIA;2;HV;VA;PV;52;;48;;;;20240528;final20240528v1
9647;2023;MEDIA;2;PF;VD;RD;12;47;42;;;;20240528;final20240528v1
9647;2023;MEDIA;2;CC;AS;TV;72;;28;;;;20240528;final20240528v1
9655;2023;MEDIA;2;AM;AA;AA;22;58;21;;;;20240528;final20240528v1
9655;2023;MEDIA;2;CC;AR;AB;42;51;6;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;AC;AC;13;65;22;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;VA;AF;21;53;27;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;HA;AL;17;55;28;;;;20240528;final20240528v1
9655;2023;MEDIA;2;CC;AO;AO;81;19;0;;;;20240528;final20240528v1
9655;2023;MEDIA;2;CC;AR;CS;44;51;5;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;VD;EP;64;24;12;;;;20240528;final20240528v1
9655;2023;MEDIA;2;AM;ME;ID;44;53;4;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;SP;IE;39;59;3;;;;20240528;final20240528v1
9655;2023;MEDIA;2;CC;AS;MP;33;56;12;;;;20240528;final20240528v1
9655;2023;MEDIA;2;AM;AA;PA;35;37;28;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;AC;PC;33;;67;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;VD;PD;71;19;10;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;PA;PE;97;3;0;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;HA;PH;76;;24;;;;20240528;final20240528v1
9655;2023;MEDIA;2;AM;ME;PM;94;;6;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;PA;PP;87;5;8;;;;20240528;final20240528v1
9655;2023;MEDIA;2;CC;AO;PR;84;;16;;;;20240528;final20240528v1
9655;2023;MEDIA;2;HV;VA;PV;76;;24;;;;20240528;final20240528v1
9655;2023;MEDIA;2;PF;VD;RD;27;56;17;;;;20240528;final20240528v1
