rbd|agno|grado|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe2|cod_grupo|cod_rural_rbd|ind_am|ind_cc|ind_hv|ind_pf
25065|2019|8b|COLEGIO PEDRO DE VALDIVIA -PEÑALOLEN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|3|5|1|66.457605156|63.848124295|62.819582228|68.104196398
25070|2019|8b|COLEGIO NAVARRA|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|76.651106024|82.405309258|70.13630008|83.368910651
25071|2019|8b|LICEO JOSE ABELARDO NUNEZ Nº5|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|4|1|70.161855553|73.312409387|68.717619707|77.276869189
25078|2019|8b|ESCUELA PART.COMANDANTE CARLOS CONDELL|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13401|SAN BERNARDO|Sur|1|1|1|75.881477021|69.788248195|61.436787557|73.712891087
25082|2019|8b|COLEGIO TECNICO PROFESIONAL APRENDER|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|2|1|86.871436642|85.428362409|78.398577864|87.868089994
25084|2019|8b|ESCUELA RUDOLF DECK WERTH|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|73.480926182|73.596549865|69.556963945|72.015328667
25089|2019|8b|COLEGIO LOS JAZMINES|13|METROPOLITANA DE SANTIAGO|135|MELIPILLA|13501|MELIPILLA|Talagante|1|2|1|76.327043722|69.779256603|73.24694438|77.199339359
25091|2019|8b|ESC. BASICA BOSTON COLLEGE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|68.426950582|66.197286146|65.820597374|69.530678215
25094|2019|8b|COLEGIO PART.SAN ESTEBAN DE LAS VISCACHA|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|69.442637954|64.140193393|63.237700654|71.895557129
25101|2019|8b|COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13113|LA REINA|Oriente|2|3|1|80.618353815|78.117833713|75.621471754|80.616615455
25107|2019|8b|COLEGIO MAIMONIDES SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13115|LO BARNECHEA|Oriente|3|5|1|72.260160789|78.420281039|65.718734937|81.638418791
25112|2019|8b|ESCUELA PART. PEHUEN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|69.968167398|70.932420086|67.153198965|74.85860199
25114|2019|8b|ESC. BASICA PART.IBEROAMERICANO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|3|1|75.530064441|73.349980761|66.55413302|76.495240479
25121|2019|8b|COLEGIO SAN ANTONIO DE COLINA|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|2|2|1|80.38568981|79.925547977|69.517637763|82.327959779
25127|2019|8b|COLEGIO LEONARDO DA VINCI|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13601|TALAGANTE|Talagante|3|5|1|72.021079764|76.565437368|70.798032191|73.992462852
25129|2019|8b|ESCUELA BASICA SAINT FRANCIS COLLEGE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|72.452436191|74.270920893|68.917675022|79.079708662
25130|2019|8b|COLEGIO LOS CEIBOS|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13601|TALAGANTE|Talagante|3|5|1|72.412554237|77.735524442|71.794077468|74.803765301
25132|2019|8b|ESCUELA PART. MASTER SCHOOL DE LAMPA|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13302|LAMPA|Norte|2|3|1|72.086701818|69.571541452|69.182364008|72.371604126
25136|2019|8b|COMPLEJO EDUCACIONAL SAN ALFONSO|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|2|1|76.579870331|76.401589139|63.021324013|79.372615045
25138|2019|8b|COLEGIO ALBERT EINSTEIN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13127|RECOLETA|Norte|2|4|1|68.18817204|72.455984393|67.682556819|75.253093449
25142|2019|8b|COLEGIO ANDINO ANTILLANCA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13114|LAS CONDES|Oriente|3|5|1|67.317000656|79.025528963|68.656076375|74.805150789
25143|2019|8b|COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13107|HUECHURABA|Norte|3|5|1|68.402778134|71.009249232|68.241979727|71.860498514
25153|2019|8b|COLEGIO PARTICULAR NUEVA ERA SIGLO XXI|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|4|1|66.685360338|64.491172178|61.486983157|65.784272735
25155|2019|8b|ESC. PARTICULAR ALFARERO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|72.131135411|72.302584497|63.640679164|73.280288426
25157|2019|8b|ESC. BAS. PARTICULAR 1650 MIRAVALLE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|2|2|1|76.590269456|75.469542798|70.244320533|78.179792039
25160|2019|8b|COLEGIO VICTORIANO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|72.183421046|74.220054277|70.349020477|72.292106376
25162|2019|8b|ESC. PARTICULAR RAIN - BOW|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|2|1|74.610797866|76.926221212|68.787060554|77.794141667
25166|2019|8b|COLEGIO PART. LOS OLMOS DE PTE. ALTO|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|69.338139149|70.70070537|63.703059696|78.125206459
25171|2019|8b|CENTRO EDUC. PRINCIPADO DE ASTURIAS|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|71.997890453|65.168034842|68.196963933|68.208729084
25172|2019|8b|COLEGIO PUMAHUE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|3|5|1|66.720156404|67.037179948|62.987892402|68.554674485
25173|2019|8b|ESC. BASICA MUNICIPAL RISOPATRON|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13121|PEDRO AGUIRRE CERDA|Centro|1|2|1|72.107905643|68.668292633|65.245162852|72.414877404
25175|2019|8b|COLEGIO SAN NICOLAS DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|3|5|1|67.553840809|70.974343634|57.912311589|65.351660947
25180|2019|8b|COLEGIO RAYEN MAHUIDA|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|3|5|1|69.986912957|70.956735808|65.740466144|69.559151473
25185|2019|8b|COLEGIO PARTICULAR OZANAM|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13101|SANTIAGO|Centro|2|3|1|70.772107286|68.606157329|64.452655379|69.10820442
25186|2019|8b|COLEGIO MUNIC.  SAN SEBASTIAN DE RINCONADA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|1|2|1|79.849181995|77.013752154|73.126594614|82.605822278
25188|2019|8b|ESCUELA BÁSICA Y ESPECIAL N°90 AMANECER|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13604|PADRE HURTADO|Talagante|2|2|1|85.49628782|85.693254754|80.571458322|87.38536658
25189|2019|8b|ESCUELA BASICA FUTURO LAS MERCEDES|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13603|ISLA DE MAIPO|Talagante|1|2|2|69.009073512|76.778058199|70.910285958|79.674815587
25194|2019|8b|ESCUELA MUNICIPAL VALLE DE LUNA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13125|QUILICURA|Norte|1|2|1|81.693908987|74.135439944|76.348821928|84.951305473
25196|2019|8b|PIERRE TEILHARD DE CHARDIN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|4|1|74.063574363|74.456823742|65.83367968|77.883658121
25197|2019|8b|COL.PARTICULAR SAN VALENTIN DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|65.123528999|62.052566703|60.666864103|66.196422626
25198|2019|8b|COLEGIO SANTA MARIA DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|77.637692102|75.905696039|70.360804924|73.763267648
25199|2019|8b|COLEGIO AMANCAY DE LA FLORIDA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|4|1|68.50248094|84.082824261|70.917661191|78.783657531
25202|2019|8b|COLEGIO  PUMAHUE HUECHURABA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13107|HUECHURABA|Norte|3|5|1|72.300885394|74.078370718|65.186983664|71.983366623
25206|2019|8b|ESC. PART. CHRIST SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|70.371193569|75.961930035|72.616243211|71.47056543
25215|2019|8b|COLEGIO POLIV. GERONIMO DE ALDERETE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13124|PUDAHUEL|Poniente|2|3|1|75.253903451|77.91725891|69.080371452|80.327395422
25218|2019|8b|EXTREMADURA DE PUENTE ALTO|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|4|1|67.616431344|72.510777278|66.338292633|70.764382362
25220|2019|8b|COLEGIO ALMA MATER|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13111|LA GRANJA|Sur|2|2|1|80.687824674|72.612057551|65.689988213|77.61918051
25221|2019|8b|COLEGIO  PABLO APOSTOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|3|5|1|69.414163183|73.394364107|71.273955741|81.844185906
25223|2019|8b|COLEGIO MONTE DE ASIS|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|4|1|71.708599382|74.334921796|69.425523351|80.427738909
25224|2019|8b|COLEGIO BERTAIT COLLEGE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13115|LO BARNECHEA|Oriente|3|5|1|67.644961077|74.566013245|67.198355762|72.670496317
25225|2019|8b|ESCUELA BASICA RAYITO DE LUZ DE QUILICURA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13125|QUILICURA|Norte|2|2|1|70.191507063|66.183601997|60.4983332|69.336073508
25238|2019|8b|COLEGIO CENTRO EDUCACIONAL ALTAIR|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13604|PADRE HURTADO|Talagante|2|4|1|67.323369453|68.565585815|61.954166846|70.132043937
25241|2019|8b|COLEGIO SAINT JAMES SCHOOL|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13402|BUIN|Sur|3|5|1|68.504737414|70.430532244|65.497431026|72.075864163
25247|2019|8b|COLEGIO ALICURA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|1|1|1|72.119136044|72.263988941|62.213046868|81.654365443
25249|2019|8b|COLEGIO PARTICULAR TANTAUCO  EL BOSQUE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13105|EL BOSQUE|Sur|3|5|1|72.865353577|76.813779547|71.193123553|78.744265713
25250|2019|8b|COLEGIO POLIV. ALMENDRAL DE LA PINTANA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|2|1|68.297769072|78.516664029|67.029680133|74.757737726
25255|2019|8b|ESCUELA INMACULADA CONCEPCION|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|2|3|1|79.690159424|77.863861784|73.7492915|79.178191758
25256|2019|8b|ESCUELA BASICA THE FOREST COLLEGE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13105|EL BOSQUE|Sur|2|3|1|77.132533696|77.123919776|69.280223099|79.060775638
25258|2019|8b|COLEGIO POLIV. SANTA CECILIA DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|1|1|72.581360871|59.866492163|54.178364787|61.601633106
25265|2019|8b|COLEGIO ANTIL MAWIDA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13109|LA CISTERNA|Sur|2|4|1|78.631127291|80.57049097|70.896542103|78.728745905
25269|2019|8b|COLEGIO NUEVO DIEGO DE ALMAGRO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13101|SANTIAGO|Centro|2|4|1|72.540475953|73.738683848|71.544449161|77.727723889
25278|2019|8b|COLEGIO CAMPANARIO|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13402|BUIN|Sur|3|5|1|71.813407669|76.429835143|66.989135577|73.900262751
25280|2019|8b|ESCUELA BASICA PARTICULAR BREMEN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13105|EL BOSQUE|Sur|2|2|1|77.023239483|80.92530085|72.92068246|82.169020963
25282|2019|8b|COLEGIO POLIV. CARDENAL RAUL SILVA HENRIQUEZ|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|75.116402924|73.652993409|66.058200076|75.969767573
25287|2019|8b|ESCUELA BASICA PARTICULAR ESJELAVI|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|2|1|71.201250803|73.772656118|63.440115472|74.820043662
25288|2019|8b|ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13302|LAMPA|Norte|2|2|1|69.877593028|72.876792943|70.653487525|75.753915852
25300|2019|8b|ESC.BAS.NUEVOS CASTANOS DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|64.850762578|60.968406248|53.086141433|56.24771891
25303|2019|8b|CENTRO EDUCACIONAL LAURA VICUNA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13128|RENCA|Poniente|2|2|1|71.655597771|78.681755367|65.54030072|72.170403384
25304|2019|8b|COLEGIO PAUL HARRIS SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13105|EL BOSQUE|Sur|2|3|1|69.21938699|65.008755351|64.267030962|68.163991881
25310|2019|8b|COLEGIO SAN NICOLÁS DIÁCONO|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|3|5|1|74.502344261|76.680083353|73.448867908|78.681546769
25314|2019|8b|ESCUELA BÁSICA 1737 LOS ALERCES DE MAIPÚ|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|1|3|1|68.907665984|71.614933413|65.292680721|71.838064282
25315|2019|8b|ESCUELA PUERTO FUTURO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13124|PUDAHUEL|Poniente|1|3|1|72.879412003|71.227058147|63.638192087|79.869695209
25316|2019|8b|ESCUELA BASICA N_ 1739 PUELMAPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|2|2|1|72.795153727|73.670577918|64.964486587|76.908493981
25319|2019|8b|ESC. BAS. Y ESP. PART. KIMKELEN|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13401|SAN BERNARDO|Sur|2|1|1|78.450357153|72.866246532|71.292773254|79.592722815
25324|2019|8b|ESCUELA BASICA QUITALMAHUE|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|2|1|74.207774701|72.127476842|64.750854024|73.346307008
25328|2019|8b|INSTITUTO CRISTIANO LUIS GANDARILLAS|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|65.503541701|68.546764681|62.881780832|67.504341668
25329|2019|8b|COLEGIO SANTA CRUZ DE CHICUREO|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|3|5|1|70.489463469|74.027257163|74.118088243|78.162928492
25331|2019|8b|ESCUELA BASICA PART. CRISTIANO DE LOS HEROES|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|2|1|77.955218895|79.373303605|76.608685925|82.104582388
25332|2019|8b|COLEGIO MONTESSORI PUCALAN|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|3|5|1|82.215795932|82.413423961|77.856249373|78.791738786
25334|2019|8b|ESCUELA BASICA RAICES ALTAZOR|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|5|1|79.053982092|83.419787241|72.596767856|85.225674031
25342|2019|8b|ESCUELA RAIMAPU-TIERRA FLORIDA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|4|1|74.123522217|71.759588681|67.86600567|81.423505527
25347|2019|8b|COLEGIO SEBASTIAN EL CANO SAN BERNARDO|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13401|SAN BERNARDO|Sur|2|4|1|67.055902187|68.237903647|66.544755759|69.675082552
25348|2019|8b|COLEGIO  SAN JOSE DE CHICUREO|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|3|5|1|74.671039502|78.285311184|75.838208406|81.642149381
25349|2019|8b|COLEGIO PARTICULAR MELFORD COLLEGE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13125|QUILICURA|Norte|2|4|1|74.882696248|75.086668398|69.643457803|78.654659438
25350|2019|8b|ESC. PART. CRISTIANO ORIENTE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|73.173949698|79.077281168|73.269553034|76.329070217
25352|2019|8b|COLEGIO POLIV. PATRICIO MEKIS DE PADRE HURTAD|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13604|PADRE HURTADO|Talagante|2|2|1|79.462691384|78.610441935|75.913417096|85.098558493
25356|2019|8b|ESC. BASICA LA PRADERA DE CURACAVI|13|METROPOLITANA DE SANTIAGO|135|MELIPILLA|13503|CURACAVÍ|Talagante|2|4|1|76.670492636|83.557659765|76.757107587|81.999339418
25359|2019|8b|COLEGIO METODISTA DE SANTIAGO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13101|SANTIAGO|Centro|2|3|1|75.936593457|73.736038599|59.576718603|75.960009465
25362|2019|8b|ESC.PART. TALLERES PREVOCACIONALES PADRE HURT|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13128|RENCA|Poniente|2|2|1|78.679445902|74.943683954|69.942145083|85.840121078
25365|2019|8b|COLEGIO AUSTRALIA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|2|1|76.970950848|83.866399112|67.589739411|81.583003391
25366|2019|8b|COLEGIO  LATINOAMERICANO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|3|5|1|68.760824049|76.212859733|71.257125632|77.431871672
25367|2019|8b|COLEGIO SANTIAGO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|3|1|71.044345793|70.497387028|68.005631909|72.291392995
25368|2019|8b|COLEGIO PART. CARDENAL CARLOS OVIEDO CAVADA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|2|1|73.904737006|74.955496584|66.646667727|76.220500818
25369|2019|8b|COLEGIO PARTICULAR ALICANTE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|76.992866334|75.625385076|67.031831203|77.137209339
25371|2019|8b|COLEGIO SANTA MARIA DE PAINE|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13404|PAINE|Sur|2|3|1|77.068858985|77.854283409|72.692259972|81.032073711
25373|2019|8b|COLEGIO SAN RAFAEL ARCANGEL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13113|LA REINA|Oriente|3|5|1|65.193483495|68.748369444|58.541228937|69.042028718
25382|2019|8b|COLEGIO SAINT CHARLES COLLEGE LA FLORIDA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|3|1|74.234608539|78.292481825|69.671397371|77.758118661
25385|2019|8b|ESCUELA HERMANOS CARRERA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|76.975611482|81.557409688|69.420361674|82.135958217
25386|2019|8b|COLEGIO PARTICULAR NOVO MUNDO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13125|QUILICURA|Norte|2|3|1|67.413386049|62.780375208|61.757921136|65.733011482
25387|2019|8b|COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13125|QUILICURA|Norte|2|2|1|72.852521919|67.710630817|68.034304624|71.152165582
25389|2019|8b|COLEGIO `EMPRENDER OBISPO ALVEAR`|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|68.216338221|73.166500017|66.036966601|76.30871119
25390|2019|8b|ESC.BASICA PART. ACONCAGUA DE PUDAHUEL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13124|PUDAHUEL|Poniente|2|2|1|74.992757686|73.942480813|70.158698343|80.633757571
25393|2019|8b|COLEGIO QUINTO CENTENARIO CORDILLERA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|Cordillera|2|4|1|72.782298904|63.950489791|67.990771965|69.504332577
25395|2019|8b|COLEGIO BETTERLAND SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13115|LO BARNECHEA|Oriente|2|2|1|75.276552611|77.172527994|72.361929421|77.66228808
25396|2019|8b|CENTRO POLITECNICO PARTICULAR CONCHALI|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13104|CONCHALÍ|Norte|2|2|1|63.270063848|60.090126303|58.597183197|64.841212738
25402|2019|8b|COL.  PART. SALES. EL PATROCINIO DE SAN JOSE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13123|PROVIDENCIA|Oriente|2|4|1|70.580079011|71.36156531|68.464435628|76.749395804
25418|2019|8b|COLEGIO POLIV. SAN BERNARDO ABAD|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13401|SAN BERNARDO|Sur|2|2|1|71.869171669|75.37120597|67.559119427|76.692779869
25423|2019|8b|COLEGIO PARTICULAR IGNACIO SERRANO|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13401|SAN BERNARDO|Sur|2|2|1|71.823622519|72.127559858|69.033291656|70.60845798
25431|2019|8b|ESCUELA BASICA PART SANTA MARIA DE ESMERALDA|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13301|COLINA|Norte|2|2|1|72.628972596|70.617311443|67.910239034|73.387596807
25434|2019|8b|COLEGIO PARTICULAR FORJADORES|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13605|PEÑAFLOR|Talagante|2|3|1|70.204523902|67.717740271|62.173986658|65.864319882
25439|2019|8b|CENTRO EDUCACIONAL SAN CARLOS DE ARAGON|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|72.693891274|74.178389256|72.13312208|75.295740735
25442|2019|8b|COLEGIO TALAGANTE GARDEN SCHOOL|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13601|TALAGANTE|Talagante|2|4|1|76.088525212|80.250808522|71.930068735|80.64256634
25447|2019|8b|COLEGIO VALLE DE MALLARAUCO|13|METROPOLITANA DE SANTIAGO|135|MELIPILLA|13501|MELIPILLA|Talagante|2|2|2|74.580126164|76.51363054|68.991667383|79.937839999
25448|2019|8b|CENTRO EDUC. NINO DIOS DE MALLOCO|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13605|PEÑAFLOR|Talagante|2|3|1|74.889266602|71.762498459|76.229107004|78.545105426
25450|2019|8b|COLEGIO SALTAIRAM|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|3|1|74.258426097|64.442943842|61.084673428|67.227922389
25452|2019|8b|COLEGIO TREBULCO|13|METROPOLITANA DE SANTIAGO|136|TALAGANTE|13601|TALAGANTE|Talagante|3|5|1|69.413701494|71.983531017|69.856649915|73.927546115
25454|2019|8b|COLEGIO PART. ANDINO ANTUQUELEN|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13203|SAN JOSÉ DE MAIPO|Cordillera|2|4|1|76.852146277|82.485238402|78.734397211|89.160696399
25462|2019|8b|COLEGIO ALTO GABRIELA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|Cordillera|2|2|1|79.392961665|78.164681438|73.358335146|79.761509215
25464|2019|8b|COLEGIO POLIVALENTE AGUSTINIANO DE EL BOSQUE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13105|EL BOSQUE|Sur|2|3|1|71.542655743|76.131086312|67.110481615|76.751353007
25465|2019|8b|ESC. BAS. PART.  JERUSALEN|13|METROPOLITANA DE SANTIAGO|133|CHACABUCO|13302|LAMPA|Norte|2|3|1|67.220641621|66.362546307|61.917115393|62.467770095
25471|2019|8b|COLEGIO PART. KING EDWARDS SCHOOL I|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|3|1|71.779852455|70.700187515|65.384050764|72.315842629
25475|2019|8b|COLEGIO PART. PADRE JOSE KENTENICH|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|Cordillera|2|2|1|71.358806384|71.486157879|66.539598406|72.765164571
25477|2019|8b|COLEGIO LA MISION|13|METROPOLITANA DE SANTIAGO|134|MAIPO|13403|CALERA DE TANGO|Sur|3|5|2|77.86259617|82.618818588|78.125141801|86.878524459
25478|2019|8b|COLEGIO  MAYOR DE PEÑALOLEN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13122|PEÑALOLÉN|Oriente|3|5|1|68.729303178|71.125436008|70.723621247|77.224391607
25480|2019|8b|COLEGIO JOSE LUIS LEGRANGE DE LA CISTERNA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13109|LA CISTERNA|Sur|2|4|1|61.234355765|63.946571739|58.13003459|63.536820047
25481|2019|8b|COLEGIO INSTITUTO O¦HIGGINS DE MAIPU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|70.628257097|66.473719549|61.221375528|70.577933103
25482|2019|8b|ESC. PART. ARTISTICA EL TRIGAL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|Poniente|2|4|1|67.992148327|74.842916742|67.960134394|76.216036784
