RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_grupo|cod_rural_rbd|cod_depe2
4564|COLEGIO BICENTENARIO REPÚBLICA DEL BRAS|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|73.735331095|72.033423815|75.437238376|70.145304665|75.133589314|66.202757593|69.099567088|64.381804506|70.207829624|62.6654938|60.272090094|74.084430665|68.626570255|75.851610389|77.775111351|3|1|1
4565|LICEO DOMINGO SANTA MARÍA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|71.466185539|68.409329103|74.523041975|70.447730251|79.055158704|65.321522586|66.966509462|59.51500427|62.743716821|59.425496016|56.375799973|73.449776682|69.923995037|74.934649396|75.490685613|1|1|1
4569|ESCUELA DIEGO PORTALES PALAZUELOS|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.621118715|74.205286156|79.036951273|76.148921277|84.065424135|67.381649725|76.99968997|76.414595737|79.604376032|76.576602716|73.062808464|80.44996964|79.507025914|79.626833178|82.216049829|2|1|1
4571|LICEO JOSE HIPOLITO SALAS Y TORO|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|75.137761221|73.174133104|77.101389339|74.53075926|78.754909398|66.922991753|77.91437663|67.105648327|73.864581522|68.87343804|58.578925419|80.681100195|77.778116567|79.243906476|85.021277541|2|1|1
4572|COLEGIO GRAN BRETAÑA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.611292275|72.785675665|80.436908884|68.879095635|70.154750157|67.973652214|68.508884533|65.186433764|62.380500939|72.331414919|60.847385434|78.34778944|67.417758359|85.49363401|82.131975951|3|1|1
4574|COLEGIO ESPAÑA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|73.002260536|70.277839459|75.726681613|78.642796376|83.478231858|72.443428022|80.006729248|69.457326187|72.78425686|67.341015122|68.246706579|81.670462125|75.663079983|82.770916227|86.577390165|3|1|1
4575|ESCUELA BASICA JOHN F. KENNEDY|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|81.560108571|78.883751989|84.236465154|81.603075935|87.742061265|75.271887598|81.795278942|75.588439567|82.229537371|76.911063358|67.624717974|89.141833032|85.404989188|87.150504606|94.870005301|2|1|1
4576|ESCUELA BELGICA|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|78.59967756|75.276309584|81.923045535|82.334704968|89.661983391|75.139701872|82.20242964|67.599329383|72.29753581|65.776993614|64.723458726|78.146684298|75.094890177|82.601547916|76.743614801|1|1|1
4577|LICEO REPÚBLICA DE ISRAEL|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.671533384|73.37981805|75.963248719|79.826539491|86.43784103|70.521963931|82.519813511|70.219802786|73.500727057|75.74464066|61.414040642|81.812415077|77.509147448|88.058374782|79.869723|3|1|1
4578|ESCUELA DARIO SALAS MARCHANT|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|75.015634731|72.165042997|77.866226464|73.325483031|80.938206718|67.632973545|71.405268828|68.267164771|78.224382395|66.111230653|60.465881264|78.141329607|75.113099979|79.540460939|79.770427902|2|1|1
4579|ESCUELA BASICA RENE LOUVEL BERT|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.37946816|73.064677099|77.69425922|69.002616709|75.981241645|64.948207743|66.078400739|68.218216906|72.183311808|68.985211438|63.486127472|79.472210806|75.96513049|79.738967566|82.712534361|3|1|1
4581|ESCUELA OSCAR CASTRO ZUNIGA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|67.654855363|62.248627365|73.061083362|70.526932255|75.428595279|68.333793299|67.818408188|64.609566315|67.5907125|57.574725626|68.66326082|78.204257682|78.3315535|79.9939069|76.287312645|1|1|1
4582|ESCUELA ESTHER HUNNEUS DE CLARO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|62.862120965|58.501484345|67.222757584|69.274054028|81.600261768|67.170457253|59.051443064|63.038505051|68.084605251|74.157552696|46.873357206|65.586786246|72.534326913|61.787188511|62.438843315|2|1|1
4584|ESCUELA REPUBLICA FEDERAL ALEMANA|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|73.562832367|73.662291322|73.463373412|69.284553618|75.623924264|67.865019295|64.364717297|66.155944305|73.989849498|59.321803885|65.156179533|72.112825307|72.392259317|73.145847248|70.800369356|2|1|1
4585|LICEO REBECA MATTE BELLO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.375387421|71.323878114|79.426896729|78.131963847|86.825351898|70.544457038|77.026082605|60.86098335|63.784652847|62.109176917|56.689120287|75.805698633|74.793822078|76.683609542|75.939664278|3|1|1
4586|ESCUELA BASICA MANQUIMAVIDA|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|68.866735989|67.863454299|69.870017679|62.504579516|70.835709202|58.196848637|58.481180709|56.114487139|62.127201026|54.693850686|51.522409706|65.906974583|70.966955097|59.093784826|67.660183826|2|1|1
4588|COLEGIO JUAN GREGORIO LAS HERAS|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|70.223794528|69.490035666|70.95755339|72.383114237|76.982736319|66.999890554|73.166715837|66.786225346|72.702180604|67.666972887|59.989522547|75.437990077|69.045547252|79.360180374|77.908242605|3|1|1
4589|LICEO LUCERO GONZALEZ|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|72.672369488|69.637795064|75.706943911|74.789986021|81.14542644|70.634306925|72.5902247|58.194835318|64.286074059|65.514742447|44.783689449|71.671532242|68.360642284|66.687208079|79.966746362|2|1|1
4591|ESCUELA BASICA REPUBLICA DE GRECIA|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|74.47225064|73.657220493|75.287280788|67.452176756|74.676748969|63.318225532|64.361555767|62.876123246|74.165086913|60.912696131|53.550586696|74.309494297|72.158188058|74.924988612|75.84530622|1|1|1
4592|ESCUELA BÁSICA IRENE FREI DE CID|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|78.247868144|74.088970842|82.406765447|76.657717614|82.265187625|71.607100928|76.10086429|75.144580865|82.114089655|72.068124908|71.251528032|81.793632579|82.082273213|84.670256193|78.62836833|2|1|1
4593|BASICA SARGENTO CANDELARIA PEREZ|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|78.12461062|78.538972621|77.710248618|77.691390721|84.95983757|67.999733919|80.114600673|64.271407188|69.073837245|57.596341015|66.144043303|73.193448534|71.230456135|81.01386325|67.336026218|1|1|1
4594|ESCUELA MIGUEL JOSE ZANARTU SANTA MARIA|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|87.574334434|88.537549104|86.611119763|84.787411719|90.002730964|79.485270677|84.874233517|79.541487706|85.828531465|76.077307963|76.718623692|90.198152993|86.499511114|91.760237937|92.334709927|2|1|1
4595|ESCUELA ENRIQUE SORO BARRIGA|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|76.427097674|73.588476787|79.265718562|75.371932909|81.129589459|68.461025776|76.525183491|66.925042174|70.358999673|72.827573096|57.588553751|77.004131229|75.126559848|80.505612319|75.380221519|2|1|1
4603|ESCUELA BASICA LAGOS DE CHILE|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.19391059|75.191124994|77.196696186|||||74.333088472|81.239451945|73.407200375|68.352613096|78.153281021|74.541902465|80.67566065|79.242279948|3|1|1
4609|ESCUELA PALESTINA DE PALOMARES|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.150991827|72.98860464|77.313379014|70.698586988|77.645914596|63.810027712|70.639818656|67.060242173|67.530552883|71.452103828|62.198069808|72.973672245|74.0819549|73.597353431|71.241708402|2|1|1
4611|ESCUELA BASICA LUIS ALBERTO ACEVEDO|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|77.373584638|77.244879431|77.502289846|78.126231144|85.98834138|70.777992218|77.612359836|74.417453525|83.624527703|76.034854894|63.592977979|79.029877691|75.09420919|78.89222721|83.103196671|3|1|1
4612|ESCUELA LUIS ALFREDO MUÑOZ BURBOA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|71.808888365|70.023811435|73.593965295|||||55.499077067|66.242107372|56.179446811|44.075677018|69.646474846|72.324929207|58.563628905|78.050866425|2|1|1
4613|ESCUELA BASICA LAUTARO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.405060477|73.020057103|77.790063851|84.548397948|87.299771812|76.529483139|89.815938892|79.383495266|91.495756646|74.072959404|72.581769749|91.676080796|90.209260849|89.898926908|94.920054631|1|1|1
4614|ESCUELA BASICA AGUA DE LA GLORIA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|78.575232853|75.714757635|81.43570807|79.820585996|85.353312645|71.754845033|82.353600309|76.9298175|89.704492561|70.465518445|70.619441495|80.261211714|74.151562702|80.702998505|85.929073937|2|2|1
4615|ESCUELA BASICA BOCA DEL BIO BIO SUR|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|77.296434914|74.408856831|80.184012998|76.952273263|84.415026016|70.433883342|76.007910431|70.611531327|78.568818798|70.737011583|62.528763599|83.467319996|83.060958643|82.521572893|84.819428451|1|1|1
4616|ESCUELA BASICA MICHAIHUE|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|78.518481489|76.000391335|81.036571643|75.432413451|82.45627446|69.572757349|74.268208546|68.492023385|75.744823926|69.684871107|60.046375121|82.496014591|79.654681503|81.613462355|86.219899917|1|1|1
4617|COLEGIO GALVARINO DE LOMAS COLORADAS|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|71.080315192|68.069167446|74.091462939|70.417965715|76.123301386|63.900563836|71.230031923|68.232621215|76.124435183|70.399848823|58.173579639|73.871572561|70.717524312|73.182957188|77.714236183|3|1|1
4622|ESCUELA BASICA FUNDO CHANCO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|73.848135115|75.627937702|72.068332527|||||68.325083656|74.472630437|69.078637212|61.42398332|85.308072746|86.018548231|83.791911608|86.113758398|2|2|1
4626|ESCUELA JOSE MIGUEL CARRERA|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|71.155743394|68.629161498|73.68232529|71.30472483|78.06244205|64.002677154|71.849055286|66.457541512|70.659764176|65.380575632|63.332284728|76.145193096|75.108790383|78.341350775|74.985438131|2|1|2
4627|COLEGIO PARTICULAR AURORA DE CHILE|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|78.393375151|76.390649476|80.396100825|77.516941107|81.146641844|73.007733225|78.396448253|78.888222627|86.293651801|81.879169012|68.491847069|79.796904149|76.940036251|81.071124574|81.379551622|3|1|2
4628|ESCUELA PARTICULAR PRESIDENTE GABRIEL G|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|71.825112498|68.582027664|75.068197332|||||71.459774003|77.037038776|76.42276641|60.919516823|72.21175756|65.180448678|76.184204085|75.270619917|2|1|2
4629|ESCUELA PARTICULAR PEDRO DE ONA|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|76.371498609|74.439868497|78.30312872|80.477621858|85.680766876|73.563790599|82.1883081|72.413443877|82.972997907|72.686318487|61.581015236|81.736265836|82.320118065|83.241531714|79.647147729|2|1|2
4630|COLEGIO DEL SAGRADO CORAZON|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|78.022157352|75.23673715|80.807577553|81.078870561|86.862700649|72.178905867|84.195005166|77.497686407|87.329175562|74.822243855|70.341639803|82.838919523|76.631458143|83.554425256|88.33087517|3|1|2
4631|COLEGIO PARTICULAR ANDRÉS BELLO|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|81.065793913|77.507602389|84.623985438|81.144366025|86.515973844|75.696760673|81.220363558|76.316515248|88.237357795|74.19545548|66.516732469|83.792866795|81.455722987|84.80515442|85.117722979|3|1|2
4633|COLEGIO PARTICULAR SANTA INES|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|79.888879697|77.530900845|82.246858549|86.034251345|89.375866551|79.819222687|88.907664799|81.681028046|91.910503431|78.870795331|74.261785377|89.13388557|90.437715116|87.312964406|89.650977188|3|1|2
4635|COLEGIO LAGUNA REDONDA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|70.90109745|67.018537937|74.783656963|82.686663538|88.303410463|72.622429702|87.13415045|72.53740969|78.051152431|83.823469114|55.737607526|75.904079428|67.27222586|80.7660237|79.673988724|3|1|2
4636|COLEGIO MARCELA PAZ|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|71.502481165|69.631380362|73.373581968|75.936637004|81.949972539|70.8099856|75.049952873|73.302831878|79.157669988|76.419222673|64.331602973|77.672960895|75.673023246|83.117958569|74.227900871|4|1|2
4639|ESCUELA PARTICULAR SANTA EMILIA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|79.429965449|79.534216211|79.325714686|85.330261727|92.252436955|76.18632417|87.552024057|79.893673742|90.314572338|78.484825494|70.881623394|82.710865916|86.196297618|82.264180473|79.672119658|1|1|2
4641|COLEGIO PARTICULAR ALBORADA|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|67.874685998|65.88412784|69.865244157|72.315989463|79.412306174|65.351678587|72.183983629|62.538017159|69.008296397|61.264729241|57.341025838|70.030049794|64.71739845|68.164195061|77.208555872|3|1|2
4644|COLEGIO PARTICULAR JUAN BOSCO|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|76.076914723|73.634620366|78.519209079|72.48093381|77.487025074|68.599265407|71.35651095|64.956167029|60.486524678|71.878124155|62.503852254|76.432437097|72.434480854|78.279484879|78.583345559|3|1|2
4645|COLEGIO PARTICULAR EL LIBERTADOR|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.075871831|71.453592531|76.698151131|77.007911081|83.347683534|70.371851041|77.30419867|74.922838849|79.879675353|73.194348136|71.694493057|77.256555631|74.612520988|78.351030866|78.806115037|3|1|2
4646|COLEGIO SANTA SABINA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.250636982|75.973133866|76.528140098|77.774203781|84.108341707|70.928751685|78.285517951|73.169815869|82.653490304|71.46593283|65.390024472|77.253064783|75.355556019|77.586901854|78.816736478|4|1|2
4647|COLEGIO PARTICULAR ALONSO DE ERCILLA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|77.410790481|74.310944107|80.510636854|69.345813354|73.526800085|68.962001571|65.548638404|64.149826928|74.325553704|64.382009148|53.741917931|76.525424097|74.438223526|78.181369835|76.956678929|2|1|2
4648|ESCUELA BASICA MALVINA ROMERO VIDAL|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.00658238|72.182913179|75.830251581|67.900916126|71.629833629|65.546713897|66.526200853|64.113480832|64.469298179|64.213710869|63.657433448|76.757454988|71.924536097|74.47637067|83.871458196|3|1|2
4649|COLEGIO PARTICULAR EL ARRAYAN|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|75.414838006|72.908938497|77.920737515|77.239844296|80.561164795|73.007055805|78.151312288|67.90249015|73.293019144|71.053772189|59.360679117|75.121818684|67.603631466|76.131717486|81.6301071|3|1|2
4650|COLEGIO COLEGIO MARTÍN LUTHER|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|76.910913275|76.879285818|76.942540732|80.201706481|82.893210983|76.8717494|80.840159059|76.090925375|82.434015902|73.150826799|72.687933426|81.065474999|79.897331939|75.692399929|87.606693127|2|1|2
4656|ESCUELA PARTICULAR INSTITUTO SAN PEDRO|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|72.982943441|71.985362597|73.980524286|75.072392634|81.758175439|65.371455436|78.087547025|70.636941854|78.678937135|69.953639289|63.278249138|77.115111623|73.682504814|78.976403062|78.686426993|3|1|2
4658|ESCUELA PARTICULAR MANQUIMAVIDA|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|82.251429351|81.733556428|82.769302274|82.429100515|88.239734411|75.5562858|83.491281335|75.238604683|83.106922595|73.945225009|68.663666444|81.825260685|81.369659845|81.138011019|82.96811119|2|1|2
4659|COLEGIO LA PROVIDENCIA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|67.998620925|67.868612889|68.12862896|72.636390161|78.621645165|65.722682791|73.564842526|66.797877144|66.75899714|75.531339807|58.103294484|70.117854513|69.487146106|71.703898298|69.162519133|3|1|2
4660|ESCUELA PARTTICULAR SANTA CATALINA DE S|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.197107031|73.774279443|76.619934619|71.494745801|77.833683311|64.70050281|71.950051282|68.585323191|70.63068192|72.414211464|62.711076189|76.947358446|73.62414135|77.985933037|79.232000949|2|1|2
4662|COLEGIO SAN IGNACIO|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|70.20316326|69.758691498|70.647635023|75.182223303|81.993000992|67.532325959|76.021342958|70.41555939|76.822766649|70.541878737|63.882032783|73.695859126|74.272494424|73.591572923|73.223510031|4|1|2
4663|COLEGIO MARIA INMACULADA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.611889042|72.49085131|76.732926774|79.072649496|85.15831576|72.806817156|79.252815573|68.306137695|67.458826937|70.568904768|66.89068138|79.963464218|79.019351061|80.093389691|80.777651903|4|1|2
4664|COLEGIO SANTA EUFRASIA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.620656177|75.343887628|77.897424725|80.320153557|87.062186552|73.909396526|79.988877593|78.956480172|88.206693968|78.261470111|70.401276437|81.706692431|79.171444085|81.873247225|84.075385983|3|1|2
4665|COLEGIO EDWARD|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.296556873|72.574407185|78.01870656|84.790139667|91.518972475|76.025578377|86.825868148|75.551394866|83.89013259|80.152276632|62.611775376|81.107536756|76.078317191|82.503753855|84.740539223|3|1|2
4666|COLEGIO SANTA LUISA DE CONCEPCION|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|69.356802599|67.23844921|71.475155987|73.782466625|79.077943965|66.565556916|75.703898995|66.129640587|69.181754719|66.235388182|62.971778862|71.778116795|65.853059715|74.304333493|75.176957177|3|1|2
4667|COLEGIO SAN PATRICIO|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|73.664625637|71.821109103|75.50814217|75.53825457|81.828610093|68.126190363|76.659963253|64.434026814|68.316734381|67.700951159|57.284394903|75.520285231|72.401197175|75.575148144|78.584510374|3|1|2
4669|LICEO SAN AGUSTIN DE CONCEPCION|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|70.961753828|69.384162998|72.539344659|70.966716107|76.835103628|64.971903429|71.093141263|62.82745592|62.962145952|68.793855149|56.726366658|70.048312298|71.362282087|73.00208073|65.780574076|4|1|2
4670|ESCUELA PARTICULAR EL NAZARENO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|71.285079767|68.339996905|74.230162628|76.502410397|81.919213464|68.343697371|79.244320356|60.811141907|73.416299709|57.003972537|52.013153475|77.953150733|78.582577972|83.570387987|71.70648624|1|1|2
4672|LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.92831596|73.05059361|76.80603831|77.825738532|85.508249466|70.5839934|77.38497273|73.04458353|77.921690359|74.004603844|67.207456387|79.437809452|74.269266389|82.642608199|81.401553768|3|1|2
4675|ESCUELA PARTICULAR ANDRES BELLO|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|67.225031845|66.901795379|67.548268311|67.259682954|76.838881167|60.258495301|64.681672394|59.054097793|54.068455495|63.769882926|59.323954957|65.885595911|67.695833103|62.504311018|67.456643613|2|1|2
4677|ESCUELA PARTICULAR SAN JOSE|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|77.346245745|73.725019487|80.967472003|77.298322042|81.711722346|72.315889323|77.867354457|70.460776495|78.329654133|69.459577653|63.593097698|83.273759377|76.739493184|87.490325732|85.591459214|3|1|2
4679|KINGSTON COLLEGE|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|75.714838026|73.533365516|77.896310537|78.221906374|82.450520249|73.341673711|78.873525163|78.307141808|85.238520151|78.086679684|71.596225589|78.250542357|72.251403406|80.945755595|81.554468068|5|1|3
4680|COLEGIO BAUTISTA DE CONCEPCION|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|79.629261642|77.961494473|81.297028811|74.10788307|80.476656698|68.696097135|73.150895377|70.478657951|75.222799057|71.907554737|64.30562006|72.119064438|70.084713507|74.758048046|71.514431761|4|1|3
4686|INSTITUTO DE HUMANIDADES ALFREDO SILVA|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|74.032992278|74.333333672|73.732650884|77.717350665|82.447225907|70.678850624|80.025975465|76.001051724|84.531212261|73.21071763|70.261225281|79.806754796|77.438091555|77.466528343|84.51564449|5|1|3
4687|COLEGIO ALEMAN DE CONCEPCIÓN|8|81|8108|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|SAN PEDRO DE LA PAZ|4b|75.778867767|75.688698995|75.86903654|77.983458605|82.567843689|73.410083288|77.972448838|75.966649255|82.762792733|77.75189383|67.385261201|81.271658455|81.191227916|79.289606346|83.334141103|5|1|3
4688|CHARLES DE GAULLE|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|70.578534834|70.529569469|70.627500199|75.519440201|80.415931973|71.728471025|74.413917604|72.632395033|73.714337831|79.100132184|65.082715084|73.213971527|74.988654776|74.257844679|70.395415126|5|1|3
4689|COLEGIO CONCEPCION|8|81|8103|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CHIGUAYANTE|4b|81.023419831|79.005818527|83.041021135|82.681075568|88.602106406|78.847034974|80.594085325|80.140530661|84.893882537|79.804804859|75.722904587|86.357389898|83.813456693|84.755084572|90.50362843|5|1|3
