RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_grupo|cod_rural_rbd|cod_depe2
4356|ESCUELA LOS BOLDOS|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|68.20042738|65.992295222|70.408559537|78.256466938|85.878488393|69.345596799|79.545315624|68.434654515|77.718124822|69.126511103|58.459327619|76.663154548|85.259699031|70.515154015|74.214610598|1|2|1
4357|ESCUELA BASICA VILLACURA|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|42.869161331|47.788017693|37.950304969|66.659055534|67.77553699|56.349317577|75.852312034|43.117118601|49.590243699|54.440982958|25.320129148|43.168154583|55.827842972|27.687821693|45.988799084|1|2|1
4358|ESCUELA MARIANO PUGA VEGA|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|83.548427361|84.158636342|82.938218381|81.645224173|87.811821878|75.820408966|81.303441676|68.07089028|71.881620907|72.95233724|59.378712693|80.306813853|75.831533153|79.689163844|85.399744561|2|2|1
4359|ESCUELA BASICA MANIL|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|77.261881795|73.583447261|80.940316329|77.875090275|87.706355669|69.855299802|76.063615354|79.290038684|81.331106736|81.159559377|75.379449938|80.659916384|83.232538883|79.810314757|78.936895513|1|2|1
4361|ESCUELA BASICA CORCOVADO|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|81.045020778|80.048015691|82.042025865|||||77.97188563|87.082741856|77.041951566|69.790963468|85.315014122|75.056178492|95.021595484|85.867268391|1|2|1
4365|ESCUELA RINCONADA|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|95.028835559|93.581478266|96.476192852|77.668028239|79.068833849|62.782583533|91.152667334|70.6018712|100|43.499414066|68.306199535|98.166299525|97.310020233|97.188878343|100|1|2|1
4368|ESCUELA LOS NOTROS|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|71.344778667|59.810768166|82.878789169|65.839425996|76.97293903|59.431880697|61.11345826|53.582873971|51.980094504|40.187371591|68.581155819|66.107093192|94.020162419|31.185264001|73.115853155|1|2|1
4372|ESCUELA QUILLAILEO|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|67.869171563|57.546273673|78.192069453|70.063474084|72.054705866|67.77401438|70.361702007|60.471071154|62.630236096|60.661616847|58.12136052|63.505652935|79.384202308|45.425766181|65.706990315|1|2|1
4374|ESCUELA BASICA PITRIL|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|67.86901933|62.067775861|73.670262799|73.753739295|80.221762148|69.367106665|71.672349072|65.378568212|70.128625484|62.143402453|63.863676698|75.496753565|81.041614622|67.562463304|77.886182767|1|2|1
4375|ESCUELA RALCO LEPOY|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|71.268480602|70.018969409|72.517991795|74.52441497|81.443218419|66.101762798|76.028263692|72.145158423|74.317682643|75.638466094|66.479326533|77.709305383|73.061988049|77.718659913|82.347268187|1|2|1
4379|ESCUELA CALLAQUI|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|76.665012295|72.27901385|81.05101074|85.793793645|91.189159518|77.246936689|88.945284729|71.344546093|82.30279564|67.397157106|64.333685532|87.810587976|88.865190341|91.067609351|83.498964236|1|2|1
4382|COLEGIO SANTA BARBARA|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|67.998068453|65.779303502|70.216833404|77.156210029|85.122108139|67.168648096|79.177873851|65.85398132|68.115311504|73.27876202|56.167870435|69.204935645|65.054882873|68.976302119|73.583621944|2|1|2
4384|ESCUELA PARTICULAR QUEPUCA RALCO|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|67.984765321|73.458320978|62.511209665|65.23808407|72.470396448|64.942884428|58.300971335|61.367289645|61.150183318|61.863088532|61.088597083|76.045679365|78.243470265|71.17327463|78.720293199|1|2|2
4386|ESCUELA PARTICULAR EDGARDO SOLAR ACUÑA|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|69.507437921|68.497362749|70.517513092|70.376921366|69.077826755|61.253554347|80.799382996|63.316807957|78.317052503|65.445877337|46.187494032|76.200481737|78.429650003|75.297132292|74.874662916|1|2|2
4387|ESCUELA LAS PARCELAS|8|83|8301|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LOS ÁNGELES|4b|76.640730378|74.425746237|78.855714519|||||66.422684078|83.297983863|56.462469921|59.507598451|75.305108441|78.819943162|69.903357897|77.192024264|1|2|2
4389|ESCUELA PARTICULAR TRAPA TRAPA|8|83|8314|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|ALTO BIOBÍO|4b|80.820257514|81.373563532|80.266951497|78.141899733|87.798859146|74.822529185|71.804310869|69.92980648|82.803083439|65.124769323|61.861566677|79.224756505|79.488659018|83.635746273|74.549864225|1|2|2
4391|ESCUELA EL CASTILLO|8|83|8311|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SANTA BÁRBARA|4b|73.179070313|70.953169147|75.404971479|||||58.822239632|62.911734637|59.656494|53.89849026|73.238300509|74.10094355|80.10237055|65.511587426|1|2|2
4392|INSTITUTO VALLE DEL SOL QUILACO|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|86.125580187|83.273410238|88.977750136|85.444580673|90.228888624|81.438821258|84.666032135|81.009257557|79.99844463|90.228227779|72.801100262|83.155234449|81.556156441|82.937351664|84.972195243|2|1|1
4393|ESCUELA BASICA RUCALHUE|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|69.85037365|70.915925898|68.784821403|72.395077489|83.711777056|63.18074018|70.292715232|64.611642752|53.830301578|74.88333743|65.121289247|67.456291997|67.406830414|67.598534931|67.363510644|1|2|1
4395|ESCUELA BASICA CERRO EL PADRE|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|64.483023494|57.846317882|71.119729106|71.64397806|77.751067468|64.423298643|72.757568068|83.010809264|85.515097735|83.181793103|80.335536955|86.563541956|85.537204776|97.188878343|76.964542749|1|2|1
4396|ESCUELA BASICA CAMPAMENTO|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|68.724800896|70.783101632|66.666500161|74.627416263|77.09429254|72.019858509|74.76809774|67.889782406|71.44581477|74.241548579|57.98198387|76.586090873|80.223335185|76.419084277|73.115853155|2|2|1
4397|ESCUELA BASICA DANICALQUI|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|79.53225633|79.02776047|80.03675219|81.55601926|80.779442892|82.452010959|81.436603928|68.563701106|78.368447144|73.657878756|53.664777418|80.184692324|83.869370956|89.36257913|67.322126885|2|2|1
4398|ESCUELA BASICA DE BELLAVISTA|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|46.004047454|41.902535131|50.105559777|79.654822676|90.568261762|71.576669815|76.819536451|75.270639782|82.971063007|69.379226482|73.461629858|54.532332555|94.702287934|0|68.89470973|2|2|1
4402|ESCUELA BASICA LONCOPANGUE|8|83|8308|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|QUILACO|4b|79.709103728|77.84686095|81.571346507|||||74.798059297|68.901780042|81.687072635|73.805325213|89.523472877|86.857158434|82.288808687|99.424451511|1|2|1
4405|ESCUELA BLANCO ENCALADA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|71.62539132|69.500736321|73.75004632|78.263163425|83.768877304|72.217786736|78.802826236|72.205103879|72.513486306|75.692395444|68.409429885|81.523075659|78.220412875|83.123341693|83.225472408|2|1|1
4406|ESCUELA BASICA MULCHEN|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|75.111887692|72.141275853|78.082499532|79.901396091|86.360615754|73.023977803|80.319594717|70.221475724|72.032134391|76.506911719|62.125381062|80.043449307|76.020597204|81.975324332|82.134426383|2|1|1
4407|ESCUELA IGNACIO VERDUGO CAVADA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|78.732027141|76.281289367|81.182764915|90.609132703|95.414192906|84.722399617|91.690805586|85.893265521|92.167908244|85.386387414|80.125500905|94.267972974|95.537208891|94.95785187|92.308858162|1|1|1
4409|ESCUELA SACERDOTE ALEJANDRO MANERA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|78.230192103|75.362660218|81.097723987|70.315296846|76.722989532|64.327423049|69.895477958|71.31274427|76.796746194|69.86008659|67.281400026|80.325153611|80.303246471|82.778283412|77.893930948|2|1|1
4410|ESCUELA BASICA VILLA LAS PENAS|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|71.095645979|68.048179893|74.143112066|71.766013094|82.718130432|63.753691985|68.826216866|68.51143488|78.171994571|65.823090188|61.539219882|77.434074539|81.530065654|74.845997446|75.926160516|1|1|1
4412|ESCUELA ALHUELEMU|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|72.374723894|71.005324684|73.744123104|74.94125012|89.59321698|71.253344061|63.977189319|74.702123981|87.254021469|65.961561872|70.890788604|85.780281678|80.446069976|88.158533097|88.73624196|1|2|1
4414|ESCUELA BASICA MUNILQUE IZAURIETA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|84.553674189|86.22855921|82.878789169|76.552985862|88.87359964|73.418808522|67.366549425|||||89.447684947|80.623409051|97.188878343|90.530767449|2|2|1
4417|ESCUELA BASICA SAN LUIS DE MALVEN|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|67.127203965|67.682994507|66.571413422|80.818107206|80.716583136|80.547420281|81.190318201|84.72338388|100|81.808346918|72.361804722|80.976563474|73.585471151|88.158533097|81.185686174|2|2|1
4419|ESCUELA BASICA BUREO|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|75.639395062|68.138512423|83.140277701|71.601323596|73.727138126|72.453572135|68.623260528|75.384936129|93.068013335|60.450034047|72.636761006|85.705889465|89.625484916|80.482739638|86.557926578|2|2|1
4421|ESCUELA BASICA PILGUEN|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|85.496430912|90.205980914|80.78688091|81.88445966|84.923469634|77.505298495|83.224610852|83.695500947|82.971063007|98.090763524|70.024676309|90.407022111|84.528366241|97.188878343|89.503821748|1|2|1
4426|ESCUELA BASICA EL PARRON|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|36.581618442|39.919725498|33.243511386|87.954603521|100|73.247949664|90.615860901|76.486238901|100|67.407772627|62.050944077|81.700674074|100|97.188878343|47.913143881|2|2|1
4432|ESCUELA BASICA EL EDEN|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|82.151732166|82.026891178|82.276573155|90.098325058|96.366189|78.627343469|95.301442705|89.431946112|99.194727649|84.709968545|84.391142142|91.068310191|95.470266726|80.9342569|96.800406948|1|2|1
4433|ESCUELA BASICA RAPELCO|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|61.975970043|58.030286047|65.921654038|64.811689986|71.344267719|68.367506179|54.723296061|64.107662235|79.039372973|46.077239333|67.2063744|64.62330314|72.766149246|56.306042594|64.797717582|1|2|1
4435|ESCUELA BASICA LOS HINOJOS|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|67.61038041|61.40690744|73.813853379|88.145285708|87.834600225|84.734178028|91.86707887|79.96532845|81.377829137|80.863443025|77.654713187|89.188323023|99.252438551|82.138302933|86.174227585|1|2|1
4436|ESCUELA BASICA SANTA ADRIANA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|63.071829504|61.046090041|65.097568967|75.478670062|77.3221763|65.017477141|84.096356746|88.172867295|90.757351113|89.988760269|83.772490503|80.905123143|83.247052225|86.352464048|73.115853155|1|2|1
4437|ESCUELA BASICA AURORA DE ENERO|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|74.312622996|71.366479296|77.258766696|77.894486525|90.481789486|67.959027481|75.242642609|73.786519155|87.538761723|65.956588432|67.864207309|87.446028425|90.220387825|86.80398131|85.313716142|2|2|1
4441|ESCUELA BASICA CASAS DE PILE|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|88.760450342|91.504249127|86.016651557|92.087072122|100|80.280284475|95.98093189|80.712692369|78.611173941|79.685673592|83.841229574|99.062959448|88.9486995|97.188878343|100|1|2|1
4443|ESCUELA SAN BERNARDINO DE SENA|8|83|8305|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|MULCHÉN|4b|82.657044003|81.149372639|84.164715367|84.727168658|91.647441688|77.421546654|85.112517633|80.859062368|89.991503022|81.103549294|71.482134787|89.376788377|91.248740445|88.748559706|88.13306498|1|1|2
4445|||||||||||||||||||||||||||2|2
4446|LICEO POLIVALENTE LA FRONTERA|8|83|8307|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NEGRETE|4b|78.878195237|77.751806235|80.004584239|77.917531732|83.048650414|73.580223327|77.123721456|75.524959606|82.938196504|76.169078548|67.467603766|84.155511925|83.803007345|83.585005384|85.078523045|2|1|1
4447|ESCUELA BASICA RIHUE|8|83|8307|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NEGRETE|4b|75.772131965|74.426313188|77.117950742|||||75.098974295|76.781362842|77.551650756|70.963909288|83.165622465|78.423939259|85.223742904|85.849185232|1|2|1
4448|ESCUELA BASICA VILLA COIGUE|8|83|8307|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NEGRETE|4b|77.70856924|76.611133171|78.806005308|76.012966168|83.964799613|68.513951267|75.560147623|69.30052085|69.323143324|73.682441379|64.895977847|82.653524738|81.952663053|83.305862722|82.70204844|2|1|1
4449|ESCUELA BASICA VAQUERIA|8|83|8307|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NEGRETE|4b|73.391938496|72.713312723|74.070564269|79.553475874|87.463672325|71.946714079|79.250041217|68.933048743|76.660418483|72.188372515|57.950355233|73.834168866|76.564442872|71.862059787|73.076003938|2|2|1
4452|ESCUELA EL SABER|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|75.127200639|72.370109877|77.884291401|82.024039487|89.549849881|73.753604236|82.768664343|72.024962973|75.626014497|77.144426622|63.304447799|80.935806093|80.00758064|80.298469155|82.501368484|3|1|1
4453|ESCUELA OSCAR GUERRERO QUINSAC|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|68.989772965|66.344763653|71.634782276|74.375861216|80.143316918|68.833935311|74.150331419|61.808971307|57.341840423|74.720275799|53.364797701|74.085502443|79.533983116|73.38707745|69.335446764|1|1|1
4454|ESCUELA CANADA|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|79.6472868|75.704248015|83.590325585|79.530230132|86.803103861|72.070413069|79.717173467|73.288326286|75.788276846|77.17775039|66.898951622|83.181190022|79.586286226|84.681881251|85.275402588|2|1|1
4455|ESCUELA TOQUI LAUTARO|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|74.90298466|71.331461072|78.474508248|75.895461606|82.231285713|69.380351829|76.074747277|71.278554433|74.21943431|75.538578837|64.077650152|78.347473914|78.593700871|77.610594371|78.838126501|2|1|1
4456|ESCUELA BASICA DOLLINCO|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|87.384233247|86.86064535|87.907821145|83.041721128|94.137774508|75.085705449|79.901683426|82.035078315|92.46342743|80.787372785|72.854434731|84.632601009|86.443723494|84.519030316|82.935049216|2|2|1
4466|ESCUELA VÍCTOR MANUEL BELTRÁN CARRIMÁN|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|70.87212916|76.963645151|64.78061317|97.145369342|100|91.436108027|100|95.039241951|98.389455297|100|86.728270555|99.062959448|100|97.188878343|100|2|2|1
4470|ESCUELA SAN FRANCISCO DE MILLAPOA|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|64.293735448|59.46456331|69.122907586|80.471864917|84.888138689|78.046613456|78.480842607|67.680247026|98.389455297|75.938791124|28.712494656|90.218474996|83.962724897|97.188878343|89.503821748|2|2|1
4471|ESCUELA CARRIZAL|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|73.264962945|69.166167586|77.363758304|87.503040909|95.429205635|78.829659801|88.250257289|83.707692873|82.816879084|100|68.306199535|89.941624986|72.635996615|97.188878343|100|1|2|1
4472|ESCUELA SAN ROQUE|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|78.83013686|69.551713903|88.108559816|81.729530647|90.221563187|75.974324251|78.992704503|84.564468199|93.301385841|80.537655297|79.854363458|85.288976025|83.622780378|82.740325949|89.503821748|1|2|1
4474|ESCUELA MILLAPOA DIUQUIN|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|74.937851539|75.626035478|74.2496676|93.718933926|100|87.906797784|93.250003994|81.64963139|93.301385841|84.441133929|67.2063744|88.041715251|81.529437812|97.188878343|85.4068296|2|2|1
4480|ESCUELA PARTICULAR EL CARRIZAL|8|83|8306|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|NACIMIENTO|4b|79.483699852|76.32434641|82.643053295|83.413369564|92.878062988|74.1810911|83.180954604|72.419201121|70.694168146|85.131142778|61.432292438|81.856526603|76.354229801|95.834326556|73.381023451|1|2|2
4481|ESCUELA JOSE ABELARDO NUNEZ|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|80.942628652|79.553826416|82.331430889|78.797075072|83.595809331|73.579652372|79.215763514|73.317469197|75.830193675|75.449692606|68.672521309|88.513163672|89.134544065|87.603577335|88.801369615|2|1|1
4482|ESCUELA NIVEQUETEN|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|76.012333377|74.945399209|77.079267544|76.608691178|82.506937338|70.52898717|76.790149024|72.048022917|75.850498557|73.361700048|66.931870146|79.513018964|77.957639817|82.969480212|77.611936865|3|1|1
4484|ESCUELA BASICA LA COLONIA|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|78.560108222|80.218308015|76.901908428|78.414312566|84.137627923|72.843490858|78.261818918|76.82851309|86.317858692|74.059535398|70.108145181|83.618100937|85.605529912|82.873240122|82.375532778|1|2|1
4485|ESCUELA FRANCISCO PEDRO ZATTERA GUELFI|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|83.433783069|80.058525088|86.809041049|73.791851804|77.372516736|71.390428884|72.612609791|66.120302377|63.544231965|69.747460974|65.069214193|82.035221897|82.741179952|77.935719184|85.428766555|1|2|1
4486|ESCUELA LAS CIÉNAGAS|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|78.973861689|77.384872588|80.56285079|73.11228334|85.79524748|64.851118845|68.690483696|68.722208536|70.609717406|75.426908708|60.129999493|78.722151358|78.360330072|74.891222834|82.914901169|1|2|1
4495|ESCUELA DIEGO JOSE BENAVENTE BUSTAMANTE|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|||||||||||||||||2|1
4496|COLEGIO PARTICULAR SAN MAURICIO|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|81.472252011|80.006285641|82.938218381|74.665780029|84.563926153|63.8926948|75.540719134|67.611643069|64.975924908|77.210528213|60.648476087|83.933729392|87.16028236|87.193928037|77.44697778|1|1|2
4497|ESCUELA PARTICULAR ALFA Y OMEGA|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|71.915319979|68.973163007|74.857476952|77.214485984|87.173993762|69.285149823|75.184314366|71.186800063|73.727470247|70.904882496|68.928047444|81.221249794|84.021539335|81.762038548|77.880171498|1|1|2
4499|COLEGIO SAN JORGE|8|83|8304|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|LAJA|4b|84.75744304|84.623427602|84.891458478|||||73.947073|77.882993551|80.120065526|63.838159922|94.831464812|91.656206123|97.188878343|95.64930997|5|1|3
4500|LICEO ISIDORA AGUIRRE TUPPER|8|83|8310|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SAN ROSENDO|4b|73.319890391|71.102717297|75.537063485|71.172786227|78.24519517|63.773699881|71.499463628|66.342540677|67.613879571|70.772624127|60.641118333|70.063881836|74.330799655|65.10848915|70.752356703|2|1|1
4503|ESCUELA BASICA LOS CALLEJONES|8|83|8310|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|SAN ROSENDO|4b|61.589065609|54.039375841|69.138755376|81.853067324|89.096330139|77.141897225|79.320974608|77.979544744|92.757548867|82.498355767|58.682729599|72.268794538|88.162828892|66.266787047|62.376767676|2|2|1
4506|ESCUELA HÉROES DE CHILE|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|71.069511007|68.814209569|73.324812444|61.582633959|72.264428281|54.264055518|58.219418078|58.520105265|59.621706649|61.070062387|54.86854676|67.754393825|64.526605311|68.172738278|70.563837885|1|1|1
4507|LICEO TÉCNICO PROFESIONAL GONZALO GUGLI|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|71.714495546|68.882617649|74.546373443|63.863902718|74.005153369|59.511729142|58.074825643|63.655400018|63.476531719|65.787581837|61.702086499|68.81240673|68.307033474|65.091295465|73.03889125|2|1|1
4509|LICEO MUNICIPAL RIO CLARO|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|73.974435699|71.17582198|76.773049417|67.14827339|74.545640433|60.157053421|66.742126315|69.058959476|70.880242877|64.649391077|71.647244475|77.554151889|79.03394212|78.79981166|74.828701886|2|2|1
4510|ESCUELA MUNICIPAL CAMBRALES|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|66.465505908|49.196441996|83.73456982|73.934947745|72.113123312|82.870951628|66.820768294|68.119963986|88.059132463|72.0532348|44.247524695|80.546005537|71.581587669|97.188878343|72.867550601|1|2|1
4512|ESCUELA ENRIQUE PUFFE KIND|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|76.097728759|74.406450187|77.789007331|71.919308174|77.81015271|69.897695459|68.050076351|73.348665056|67.478968091|82.886046121|69.680980954|82.406545544|79.857188176|84.017344469|83.345103988|2|2|1
4513|ESCUELA PADRE PEDRO CAMPOS MENCHACA|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|66.502836933|66.551534089|66.454139777|72.475464327|84.219106918|67.174512979|66.032773083|59.400824352|60.329153929|60.470445564|57.402873563|63.560215134|80.532281361|50.573276853|59.575087187|2|2|1
4514|ESCUELA MUNICIPAL RERE|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|69.00600196|65.091965887|72.920038032|72.646103484|77.059922169|64.990580172|75.88780811|75.383036981|73.673772456|80.484724748|71.990613739|80.586417326|85.345214604|72.210396099|84.203641276|1|2|1
4517|ESCUELA MUNICIPAL CANCHILLAS|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|76.047642156|77.742606078|74.352678234|91.52504138|99.103646372|78.961721698|96.509756071|76.404505833|93.301385841|85.753046857|50.159084799|75.117536717|98.920283746|82.740325949|43.692000455|1|2|1
4527|ESCUELA MUNICIPAL CERRO PARRA|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|70.9124837|69.355006598|72.469960801|75.154186343|82.338765517|65.269095134|77.854698378|74.960301606|77.821319982|74.574049786|72.48553505|77.671066117|87.868574119|66.773033674|78.371590557|1|2|1
4530|INSTITUTO SAN SEBASTIÁN BÁSICO.|8|83|8313|REGIÓN DEL BIOBÍO|BIOBÍO|82|BIOBÍO|YUMBEL|4b|73.154449813|71.319202525|74.989697101|76.907963316|84.801066358|67.44807092|78.474752671|79.886353702|86.342642831|80.600665424|72.71575285|80.76314354|76.490775035|81.377112579|84.421543005|3|1|2
4531|COLEGIO MARINA DE CHILE|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|71.61796499|70.64940727|72.58652271|71.120445118|78.156827484|63.764040916|71.440466955|65.212745206|63.89777874|69.875255593|61.865201285|73.36846859|66.941060744|77.749009826|75.415335199|3|1|1
4548|COLEGIO BIOBÍO|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|76.879058405|74.45300425|79.305112559|80.830829257|88.1463212|75.641444429|78.704722142|68.161070208|72.48538819|69.910009219|62.087813215|81.43051803|80.691322365|81.481550552|82.118681174|3|1|1
4563|LICEO REPÚBLICA DEL ECUADOR|8|81|8101|REGIÓN DEL BIOBÍO|CONCEPCIÓN|83|CONCEPCIÓN|CONCEPCIÓN|4b|70.229808534|67.850195716|72.609421351|73.392128491|82.946006555|64.783822171|72.446556748|70.369202288|78.296314533|65.178162865|67.633129465|74.398260481|77.512131454|74.600642152|71.082007836|1|1|1
