agno;rbd;ind;prom;dif;sigdif;difgru;sigdifgru;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;nom_deprov_rbd;cod_depe2;cod_grupo;cod_rural_rbd;codigo_bdd;fecha_bbdd;grado
2024;38;HV;72;3;0;2;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;38;PF;79;-3;0;0;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;39;AM;81;-4;-1;5;1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;39;CC;74;-2;0;-1;0;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;39;HV;70;1;0;0;0;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;39;PF;84;-5;-1;5;1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;41;AM;66;-12;-1;-10;-1;ESCUELA VALLE DE CHACA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;41;CC;64;-10;-1;-11;-1;ESCUELA VALLE DE CHACA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;41;HV;61;-11;-1;-9;-1;ESCUELA VALLE DE CHACA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;41;PF;72;-11;-1;-7;-1;ESCUELA VALLE DE CHACA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;final20250625v1;20250625;4b
2024;42;AM;85;;;;;ESCUELA MOLINOS LLUTA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;2;final20250625v1;20250625;4b
2024;42;CC;75;;;;;ESCUELA MOLINOS LLUTA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;2;final20250625v1;20250625;4b
2024;42;HV;75;;;;;ESCUELA MOLINOS LLUTA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;2;final20250625v1;20250625;4b
2024;42;PF;82;;;;;ESCUELA MOLINOS LLUTA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;2;final20250625v1;20250625;4b
2024;45;AM;85;15;1;11;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;final20250625v1;20250625;4b
2024;45;CC;83;5;1;8;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;final20250625v1;20250625;4b
2024;45;HV;78;8;1;7;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;final20250625v1;20250625;4b
2024;45;PF;86;13;1;9;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;final20250625v1;20250625;4b
2024;50;AM;92;28;1;17;1;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;2;1;final20250625v1;20250625;4b
2024;50;CC;86;17;1;11;1;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;2;1;final20250625v1;20250625;4b
2024;50;HV;82;12;1;11;1;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;2;1;final20250625v1;20250625;4b
2024;50;PF;93;27;1;14;1;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;2;1;final20250625v1;20250625;4b
2024;52;AM;78;3;0;4;0;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;final20250625v1;20250625;4b
