rbd,agno,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd
24407,2024,240.0,263.0,2.0,2,1
357,2024,315.0,312.0,5.0,3,1
11718,2024,270.0,278.0,3.0,2,1
1685,2024,204.0,232.0,1.0,1,1
15579,2024,280.0,304.0,3.0,2,1
3013,2024,241.0,260.0,3.0,2,1
8532,2024,239.0,264.0,3.0,1,1
7204,2024,269.0,275.0,3.0,1,1
6030,2024,229.0,234.0,2.0,1,2
40251,2024,262.0,281.0,4.0,2,1
3113,2024,257.0,287.0,2.0,1,2
31500,2024,266.0,278.0,2.0,2,1
10252,2024,249.0,263.0,3.0,1,1
6920,2024,260.0,261.0,2.0,2,1
6268,2024,295.0,293.0,3.0,2,2
5592,2024,296.0,301.0,3.0,1,1
10098,2024,254.0,268.0,2.0,4,1
1393,2024,262.0,282.0,3.0,2,1
22641,2024,239.0,263.0,3.0,2,1
31300,2024,247.0,266.0,3.0,2,1
411,2024,263.0,268.0,2.0,4,1
4656,2024,254.0,277.0,3.0,2,1
9906,2024,248.0,262.0,3.0,2,1
25558,2024,295.0,286.0,5.0,2,1
19,2024,252.0,261.0,2.0,4,1
7642,2024,244.0,243.0,3.0,1,1
24622,2024,256.0,277.0,3.0,1,1
8724,2024,243.0,270.0,3.0,2,1
25704,2024,301.0,310.0,4.0,2,1
5638,2024,248.0,265.0,1.0,1,2
4310,2024,231.0,257.0,2.0,1,1
1347,2024,245.0,255.0,2.0,2,1
1593,2024,259.0,260.0,2.0,2,1
7450,2024,232.0,254.0,3.0,1,2
7112,2024,265.0,297.0,2.0,2,2
365,2024,266.0,287.0,4.0,2,1
10106,2024,254.0,273.0,3.0,4,1
5784,2024,275.0,323.0,1.0,2,2
6122,2024,262.0,290.0,3.0,2,1
4456,2024,298.0,299.0,2.0,1,2
2529,2024,309.0,330.0,1.0,4,2
8678,2024,234.0,251.0,2.0,2,1
10006,2024,261.0,275.0,3.0,1,1
20285,2024,260.0,281.0,1.0,2,2
5684,2024,227.0,261.0,1.0,2,1
19947,2024,267.0,297.0,2.0,2,1
4848,2024,260.0,295.0,2.0,1,2
1301,2024,234.0,227.0,2.0,1,1
3520,2024,290.0,245.0,1.0,1,2
9668,2024,223.0,223.0,1.0,2,1
7404,2024,259.0,259.0,1.0,2,1
6076,2024,210.0,220.0,1.0,2,2
22403,2024,276.0,292.0,4.0,1,1
8632,2024,243.0,266.0,3.0,2,1
7304,2024,226.0,232.0,1.0,1,2
9960,2024,274.0,293.0,4.0,2,1
8878,2024,303.0,299.0,5.0,3,1
6222,2024,216.0,225.0,1.0,2,2
31108,2024,245.0,270.0,3.0,2,1
9714,2024,288.0,264.0,2.0,1,1
8194,2024,276.0,298.0,4.0,2,1
534,2024,225.0,249.0,2.0,1,1
1032,2024,334.0,344.0,4.0,1,2
5538,2024,281.0,322.0,2.0,1,1
40351,2024,245.0,260.0,3.0,2,1
25197,2024,259.0,272.0,4.0,2,1
24699,2024,303.0,301.0,5.0,3,1
1885,2024,228.0,257.0,3.0,1,1
2598,2024,264.0,266.0,1.0,1,2
10590,2024,214.0,210.0,1.0,1,1
7742,2024,291.0,296.0,5.0,3,1
24722,2024,299.0,310.0,3.0,2,1
9239,2024,290.0,312.0,5.0,3,1
20477,2024,285.0,308.0,5.0,3,1
31054,2024,252.0,259.0,3.0,2,1
7765,2024,245.0,279.0,2.0,4,2
10421,2024,232.0,244.0,1.0,1,1
9216,2024,281.0,317.0,5.0,3,1
1101,2024,258.0,280.0,1.0,1,2
6560,2024,272.0,261.0,1.0,2,2
3757,2024,263.0,238.0,3.0,4,2
9116,2024,276.0,279.0,3.0,4,1
626,2024,244.0,260.0,2.0,4,1
13361,2024,256.0,272.0,4.0,2,1
5446,2024,258.0,259.0,2.0,1,1
18181,2024,256.0,278.0,4.0,2,1
10782,2024,282.0,297.0,2.0,1,1
2790,2024,300.0,334.0,5.0,3,1
3282,2024,255.0,290.0,1.0,1,2
6797,2024,254.0,282.0,2.0,1,2
11795,2024,240.0,270.0,2.0,2,1
5346,2024,226.0,218.0,2.0,1,1
5131,2024,254.0,272.0,2.0,1,1
4633,2024,245.0,272.0,3.0,2,1
18158,2024,261.0,277.0,2.0,2,1
24822,2024,283.0,261.0,2.0,1,1
4141,2024,318.0,317.0,2.0,1,2
10805,2024,244.0,241.0,2.0,1,2
1977,2024,271.0,278.0,4.0,2,1
15502,2024,248.0,256.0,3.0,2,1
20500,2024,297.0,326.0,5.0,3,1
25220,2024,227.0,238.0,2.0,2,1
5154,2024,241.0,279.0,3.0,1,1
14643,2024,244.0,261.0,3.0,2,1
1416,2024,254.0,265.0,3.0,1,1
1908,2024,230.0,255.0,3.0,2,1
32053,2024,236.0,251.0,2.0,2,1
2498,2024,277.0,266.0,1.0,4,2
25389,2024,273.0,288.0,3.0,2,1
9431,2024,258.0,275.0,4.0,1,1
12087,2024,270.0,272.0,5.0,3,1
3849,2024,297.0,308.0,1.0,1,2
3972,2024,246.0,253.0,2.0,1,2
1316,2024,245.0,257.0,3.0,2,1
2767,2024,227.0,253.0,2.0,1,1
3382,2024,289.0,270.0,2.0,1,2
10513,2024,252.0,285.0,4.0,3,1
42,2024,234.0,249.0,2.0,4,2
7773,2024,258.0,277.0,3.0,1,1
5117,2024,284.0,301.0,3.0,1,2
31085,2024,271.0,274.0,3.0,2,1
2698,2024,231.0,263.0,4.0,1,2
2959,2024,269.0,281.0,2.0,1,1
8555,2024,251.0,278.0,4.0,1,1
434,2024,261.0,275.0,3.0,2,1
932,2024,286.0,295.0,2.0,1,2
4725,2024,263.0,288.0,3.0,1,1
26365,2024,263.0,268.0,3.0,2,1
10713,2024,265.0,267.0,2.0,2,1
14912,2024,259.0,274.0,4.0,2,1
41556,2024,230.0,235.0,5.0,3,1
3551,2024,283.0,277.0,2.0,1,1
10321,2024,232.0,258.0,3.0,2,1
6989,2024,246.0,284.0,1.0,1,2
12977,2024,263.0,281.0,4.0,2,1
1087,2024,280.0,290.0,2.0,1,1
4333,2024,251.0,246.0,3.0,1,1
17652,2024,258.0,266.0,3.0,2,1
3743,2024,263.0,276.0,2.0,4,1
16570,2024,263.0,275.0,2.0,2,1
20308,2024,282.0,295.0,5.0,3,1
22372,2024,285.0,291.0,4.0,2,2
9339,2024,233.0,253.0,1.0,2,1
25028,2024,260.0,271.0,2.0,2,1
16776,2024,279.0,276.0,5.0,3,1
30003,2024,250.0,274.0,3.0,2,1
12193,2024,304.0,297.0,3.0,2,2
2114,2024,247.0,272.0,3.0,1,1
8463,2024,268.0,291.0,5.0,3,1
9637,2024,246.0,258.0,3.0,2,1
5309,2024,259.0,286.0,1.0,1,2
17660,2024,283.0,307.0,5.0,2,1
40282,2024,245.0,268.0,2.0,2,1
10229,2024,234.0,254.0,2.0,2,1
9147,2024,289.0,292.0,3.0,2,1
13475,2024,258.0,265.0,1.0,2,1
740,2024,231.0,255.0,2.0,1,2
7673,2024,329.0,304.0,2.0,1,2
8263,2024,222.0,252.0,1.0,1,2
8755,2024,307.0,310.0,5.0,3,1
22280,2024,262.0,302.0,1.0,2,2
7181,2024,259.0,276.0,4.0,2,1
41264,2024,240.0,281.0,5.0,3,1
9345,2024,206.0,194.0,1.0,2,1
12001,2024,252.0,255.0,2.0,2,1
3935,2024,258.0,258.0,1.0,1,2
9700,2024,247.0,271.0,3.0,1,1
617,2024,231.0,234.0,1.0,4,1
9368,2024,255.0,275.0,2.0,2,1
17858,2024,237.0,269.0,3.0,2,1
24759,2024,254.0,272.0,3.0,2,1
25091,2024,246.0,279.0,3.0,2,1
10696,2024,296.0,294.0,3.0,1,1
1210,2024,282.0,295.0,2.0,1,1
2538,2024,273.0,305.0,1.0,1,2
2206,2024,243.0,261.0,2.0,1,1
7756,2024,268.0,299.0,3.0,4,2
12594,2024,246.0,271.0,3.0,2,1
13590,2024,218.0,242.0,2.0,1,1
1233,2024,272.0,296.0,2.0,1,1
14703,2024,253.0,272.0,4.0,2,1
2561,2024,251.0,220.0,1.0,1,2
9485,2024,259.0,284.0,4.0,2,1
17812,2024,292.0,305.0,4.0,2,1
3820,2024,269.0,312.0,1.0,4,2
2492,2024,230.0,248.0,1.0,4,2
3488,2024,290.0,290.0,1.0,1,2
16816,2024,248.0,259.0,2.0,2,1
22458,2024,235.0,267.0,2.0,2,1
24782,2024,274.0,286.0,4.0,2,1
4839,2024,259.0,302.0,1.0,1,2
3843,2024,282.0,268.0,1.0,4,2
16507,2024,263.0,282.0,3.0,2,1
10458,2024,230.0,239.0,2.0,1,1
22343,2024,288.0,291.0,2.0,2,1
8203,2024,266.0,267.0,1.0,1,2
9869,2024,234.0,265.0,3.0,1,1
1041,2024,223.0,247.0,2.0,2,2
5624,2024,287.0,274.0,2.0,1,2
5031,2024,253.0,280.0,1.0,1,1
4954,2024,215.0,240.0,2.0,1,1
3703,2024,211.0,234.0,1.0,1,2
8180,2024,285.0,284.0,1.0,1,2
9508,2024,214.0,241.0,3.0,2,1
1018,2024,220.0,250.0,2.0,1,2
6305,2024,281.0,309.0,2.0,1,1
25143,2024,324.0,331.0,5.0,3,1
10905,2024,260.0,258.0,4.0,1,2
9654,2024,325.0,333.0,3.0,2,1
1072,2024,231.0,238.0,3.0,2,2
3749,2024,234.0,267.0,2.0,4,1
8349,2024,272.0,277.0,3.0,4,1
849,2024,255.0,255.0,2.0,1,2
24997,2024,290.0,301.0,1.0,1,1
3726,2024,244.0,253.0,2.0,2,1
2398,2024,282.0,272.0,2.0,1,2
2300,2024,274.0,263.0,1.0,1,1
26202,2024,232.0,238.0,2.0,2,1
25014,2024,253.0,282.0,2.0,2,1
4204,2024,228.0,221.0,2.0,1,2
4785,2024,279.0,284.0,3.0,2,1
3872,2024,272.0,286.0,2.0,4,2
2876,2024,281.0,252.0,1.0,1,2
26033,2024,292.0,290.0,4.0,2,1
9422,2024,257.0,262.0,3.0,1,1
17875,2024,279.0,276.0,2.0,2,1
3766,2024,268.0,269.0,1.0,4,2
25406,2024,267.0,307.0,3.0,2,1
1891,2024,223.0,236.0,2.0,1,1
1264,2024,211.0,224.0,2.0,1,1
22312,2024,226.0,256.0,2.0,2,2
9230,2024,296.0,301.0,5.0,3,1
657,2024,291.0,311.0,2.0,4,1
8984,2024,297.0,303.0,5.0,3,1
4985,2024,249.0,268.0,2.0,1,1
4902,2024,248.0,258.0,1.0,4,2
2083,2024,249.0,273.0,3.0,2,1
8380,2024,228.0,253.0,2.0,4,1
10015,2024,254.0,281.0,3.0,2,1
5392,2024,238.0,217.0,1.0,2,2
4396,2024,229.0,236.0,1.0,1,2
4593,2024,243.0,258.0,1.0,1,1
3966,2024,219.0,273.0,2.0,1,2
11343,2024,251.0,271.0,3.0,2,1
371,2024,215.0,210.0,2.0,1,1
25005,2024,231.0,253.0,2.0,2,1
9614,2024,271.0,299.0,2.0,1,1
5286,2024,254.0,268.0,2.0,1,1
1699,2024,263.0,267.0,3.0,1,1
1456,2024,262.0,265.0,2.0,1,2
2037,2024,265.0,256.0,2.0,1,2
2292,2024,295.0,289.0,2.0,1,1
3365,2024,250.0,268.0,1.0,1,2
10450,2024,244.0,256.0,2.0,1,1
5678,2024,249.0,266.0,2.0,2,1
10842,2024,278.0,282.0,2.0,1,1
417,2024,231.0,253.0,3.0,4,1
4158,2024,281.0,301.0,2.0,1,2
14237,2024,310.0,304.0,3.0,2,1
763,2024,253.0,272.0,3.0,2,1
6714,2024,232.0,272.0,1.0,1,2
5632,2024,228.0,216.0,1.0,1,2
18075,2024,277.0,291.0,2.0,2,1
25206,2024,233.0,272.0,3.0,2,1
25452,2024,293.0,304.0,5.0,3,1
30012,2024,229.0,260.0,3.0,2,1
10281,2024,272.0,267.0,3.0,1,1
9285,2024,227.0,252.0,2.0,1,1
18012,2024,270.0,301.0,1.0,4,1
16945,2024,252.0,253.0,2.0,2,1
2621,2024,311.0,339.0,1.0,1,2
225,2024,264.0,274.0,3.0,1,1
18035,2024,267.0,278.0,4.0,2,1
9877,2024,236.0,249.0,3.0,1,1
2930,2024,238.0,273.0,3.0,1,1
9070,2024,265.0,293.0,4.0,1,1
5824,2024,285.0,317.0,3.0,1,1
41702,2024,301.0,296.0,5.0,3,1
11394,2024,295.0,338.0,2.0,1,1
3903,2024,166.0,239.0,1.0,1,2
2738,2024,263.0,286.0,2.0,1,1
16730,2024,275.0,297.0,3.0,2,1
10567,2024,226.0,275.0,2.0,1,1
6843,2024,307.0,316.0,5.0,3,1
10089,2024,243.0,261.0,2.0,4,1
5847,2024,258.0,296.0,1.0,1,2
1433,2024,250.0,260.0,3.0,1,1
2429,2024,266.0,268.0,2.0,1,2
2146,2024,260.0,298.0,2.0,1,2
33,2024,306.0,330.0,1.0,4,2
7788,2024,319.0,304.0,2.0,1,2
12602,2024,231.0,246.0,1.0,2,1
6039,2024,270.0,283.0,2.0,2,2
4616,2024,248.0,251.0,1.0,1,1
31337,2024,221.0,230.0,2.0,2,1
649,2024,254.0,276.0,3.0,2,1
680,2024,246.0,239.0,2.0,1,1
6674,2024,196.0,231.0,2.0,2,2
1147,2024,252.0,253.0,2.0,1,2
14672,2024,240.0,248.0,2.0,2,1
3311,2024,272.0,290.0,4.0,2,1
26150,2024,249.0,272.0,3.0,2,1
8572,2024,259.0,273.0,3.0,1,1
10069,2024,244.0,274.0,3.0,2,1
8815,2024,292.0,321.0,4.0,1,1
10736,2024,257.0,285.0,1.0,1,1
31294,2024,305.0,305.0,4.0,1,1
1170,2024,261.0,278.0,2.0,1,1
3334,2024,275.0,268.0,2.0,1,2
11818,2024,233.0,283.0,1.0,2,1
7341,2024,256.0,245.0,2.0,1,1
22489,2024,271.0,285.0,2.0,2,2
10046,2024,278.0,292.0,4.0,2,1
25366,2024,287.0,301.0,5.0,3,1
4808,2024,270.0,282.0,2.0,1,1
8117,2024,287.0,287.0,1.0,1,2
25927,2024,241.0,238.0,4.0,2,1
1868,2024,245.0,268.0,3.0,1,1
1370,2024,274.0,293.0,2.0,1,1
3291,2024,279.0,304.0,1.0,2,1
12539,2024,291.0,295.0,2.0,2,1
8211,2024,246.0,290.0,1.0,1,2
22418,2024,252.0,256.0,2.0,1,1
7725,2024,239.0,250.0,1.0,4,2
10430,2024,248.0,271.0,2.0,2,1
6090,2024,255.0,250.0,2.0,1,1
14260,2024,250.0,298.0,4.0,3,1
2260,2024,291.0,316.0,5.0,3,1
2758,2024,271.0,303.0,3.0,1,2
8403,2024,276.0,229.0,4.0,4,2
7321,2024,221.0,253.0,2.0,2,2
22226,2024,235.0,226.0,1.0,2,1
25727,2024,271.0,274.0,4.0,2,1
9007,2024,258.0,277.0,3.0,1,1
4679,2024,296.0,313.0,5.0,3,1
11712,2024,277.0,284.0,3.0,2,2
15585,2024,290.0,282.0,4.0,2,1
543,2024,254.0,264.0,2.0,1,2
4871,2024,281.0,266.0,1.0,4,2
10865,2024,259.0,275.0,2.0,1,2
2707,2024,256.0,261.0,1.0,1,2
2950,2024,258.0,279.0,3.0,1,1
13178,2024,271.0,275.0,3.0,2,1
13621,2024,304.0,291.0,3.0,2,1
9293,2024,251.0,256.0,2.0,1,1
5506,2024,255.0,239.0,1.0,2,2
1178,2024,275.0,287.0,2.0,1,2
7819,2024,229.0,222.0,1.0,1,2
6737,2024,251.0,276.0,1.0,2,2
7427,2024,269.0,264.0,1.0,1,2
12837,2024,293.0,281.0,2.0,2,1
4181,2024,244.0,290.0,3.0,1,1
41510,2024,286.0,321.0,5.0,3,1
16624,2024,246.0,267.0,2.0,2,1
9591,2024,245.0,230.0,2.0,1,1
10673,2024,240.0,247.0,2.0,1,1
7613,2024,241.0,253.0,1.0,2,2
9605,2024,248.0,256.0,2.0,4,1
712,2024,288.0,306.0,2.0,1,1
4032,2024,256.0,279.0,2.0,1,1
20348,2024,284.0,280.0,3.0,2,1
25921,2024,255.0,294.0,3.0,2,1
2040,2024,265.0,316.0,3.0,2,1
2704,2024,214.0,244.0,3.0,1,2
10530,2024,231.0,268.0,1.0,1,2
4719,2024,241.0,271.0,2.0,1,1
14537,2024,263.0,284.0,3.0,2,1
10553,2024,256.0,270.0,2.0,1,1
8231,2024,248.0,261.0,1.0,1,2
9156,2024,256.0,287.0,3.0,2,1
6734,2024,222.0,220.0,1.0,2,2
5575,2024,255.0,247.0,2.0,1,1
4742,2024,250.0,260.0,2.0,1,1
1161,2024,257.0,275.0,2.0,1,2
41124,2024,281.0,308.0,4.0,2,1
10484,2024,239.0,289.0,3.0,2,1
8085,2024,259.0,274.0,2.0,1,2
7544,2024,238.0,269.0,1.0,1,1
8515,2024,290.0,285.0,3.0,1,1
22532,2024,277.0,317.0,2.0,1,1
13163,2024,226.0,267.0,2.0,4,1
40176,2024,238.0,249.0,4.0,2,1
24401,2024,231.0,243.0,2.0,1,1
6216,2024,263.0,262.0,1.0,2,2
6093,2024,289.0,234.0,2.0,1,2
4101,2024,257.0,263.0,3.0,1,2
8108,2024,248.0,265.0,2.0,2,1
22509,2024,241.0,266.0,3.0,1,1
7118,2024,236.0,278.0,1.0,2,2
9697,2024,249.0,262.0,2.0,1,1
11025,2024,363.0,349.0,3.0,4,2
9033,2024,258.0,275.0,4.0,2,1
9110,2024,312.0,290.0,1.0,1,1
6454,2024,258.0,281.0,1.0,4,2
6116,2024,246.0,277.0,3.0,2,1
7682,2024,241.0,266.0,4.0,1,2
22486,2024,222.0,211.0,1.0,2,2
305,2024,249.0,261.0,2.0,1,1
9674,2024,253.0,260.0,2.0,2,1
26328,2024,275.0,317.0,5.0,3,1
17838,2024,300.0,293.0,2.0,2,1
10461,2024,246.0,266.0,2.0,1,1
7659,2024,242.0,259.0,1.0,1,1
5080,2024,246.0,258.0,2.0,1,2
40291,2024,225.0,246.0,3.0,2,1
7636,2024,250.0,260.0,3.0,1,1
8177,2024,223.0,236.0,1.0,1,2
9087,2024,257.0,273.0,2.0,1,1
7690,2024,265.0,256.0,1.0,1,2
125,2024,242.0,274.0,3.0,4,1
12860,2024,235.0,247.0,3.0,2,1
5283,2024,250.0,289.0,1.0,1,1
11532,2024,215.0,236.0,2.0,2,1
5034,2024,285.0,286.0,1.0,1,1
1702,2024,249.0,280.0,3.0,1,1
2627,2024,280.0,286.0,2.0,1,2
16441,2024,261.0,288.0,3.0,2,1
10607,2024,248.0,262.0,2.0,2,1
31394,2024,251.0,273.0,3.0,2,1
8592,2024,248.0,266.0,4.0,2,1
7049,2024,241.0,254.0,2.0,1,1
24908,2024,273.0,287.0,5.0,3,1
20033,2024,234.0,254.0,2.0,2,2
3717,2024,249.0,266.0,3.0,2,1
9920,2024,258.0,282.0,4.0,2,1
3268,2024,226.0,254.0,1.0,1,1
4988,2024,230.0,252.0,2.0,1,1
3660,2024,235.0,265.0,1.0,1,1
16644,2024,262.0,255.0,2.0,2,1
9574,2024,270.0,277.0,2.0,2,1
7003,2024,240.0,242.0,1.0,1,2
7298,2024,257.0,280.0,1.0,2,2
5675,2024,239.0,253.0,2.0,2,1
14380,2024,267.0,293.0,5.0,3,1
2343,2024,268.0,284.0,3.0,1,2
3019,2024,256.0,274.0,2.0,1,2
22355,2024,274.0,267.0,2.0,2,1
25349,2024,251.0,270.0,4.0,2,1
20440,2024,262.0,277.0,4.0,1,1
24762,2024,309.0,317.0,5.0,3,1
620,2024,264.0,303.0,2.0,4,1
13604,2024,249.0,261.0,3.0,2,1
31260,2024,255.0,262.0,3.0,2,1
5778,2024,208.0,248.0,1.0,2,2
4201,2024,276.0,276.0,2.0,1,2
12027,2024,285.0,287.0,2.0,2,1
24424,2024,279.0,277.0,2.0,2,1
3122,2024,249.0,282.0,2.0,1,2
3614,2024,320.0,319.0,1.0,1,2
41439,2024,277.0,300.0,5.0,3,2
10012,2024,256.0,247.0,2.0,1,1
14334,2024,302.0,307.0,5.0,3,1
14629,2024,255.0,265.0,3.0,2,1
3176,2024,259.0,285.0,2.0,1,2
25303,2024,229.0,260.0,2.0,2,1
666,2024,245.0,255.0,2.0,1,1
4155,2024,231.0,219.0,3.0,1,2
1748,2024,254.0,273.0,3.0,2,1
25,2024,235.0,246.0,2.0,4,1
22747,2024,256.0,262.0,2.0,2,1
566,2024,219.0,230.0,1.0,2,1
25944,2024,234.0,240.0,3.0,2,1
1599,2024,243.0,260.0,3.0,2,1
2140,2024,251.0,276.0,1.0,1,2
25269,2024,258.0,266.0,4.0,2,1
31340,2024,286.0,300.0,4.0,2,1
9190,2024,285.0,295.0,5.0,3,1
8953,2024,328.0,337.0,5.0,3,1
5372,2024,273.0,274.0,3.0,2,1
6036,2024,252.0,270.0,1.0,1,2
4447,2024,310.0,277.0,1.0,1,2
2455,2024,240.0,274.0,3.0,2,1
8051,2024,248.0,285.0,3.0,1,2
8100,2024,290.0,298.0,2.0,1,2
10092,2024,256.0,291.0,3.0,4,1
440,2024,240.0,263.0,3.0,2,1
5395,2024,263.0,291.0,3.0,1,1
4258,2024,246.0,246.0,3.0,2,1
25695,2024,269.0,292.0,4.0,2,1
17703,2024,264.0,274.0,3.0,2,1
10756,2024,214.0,234.0,2.0,1,1
1553,2024,240.0,268.0,2.0,4,1
2432,2024,271.0,281.0,1.0,1,2
16756,2024,285.0,310.0,3.0,2,1
3096,2024,315.0,343.0,2.0,1,2
25718,2024,297.0,292.0,4.0,2,1
6485,2024,178.0,222.0,1.0,2,2
4235,2024,247.0,227.0,1.0,1,2
12130,2024,249.0,264.0,2.0,2,1
11540,2024,254.0,258.0,1.0,2,2
228,2024,272.0,284.0,2.0,1,1
769,2024,273.0,285.0,4.0,2,1
2220,2024,241.0,257.0,2.0,2,1
2761,2024,282.0,280.0,2.0,1,2
2884,2024,267.0,287.0,2.0,1,2
22094,2024,244.0,270.0,3.0,2,1
205,2024,268.0,282.0,2.0,1,1
9282,2024,226.0,248.0,2.0,1,1
8861,2024,302.0,301.0,5.0,3,1
19930,2024,198.0,308.0,1.0,2,2
7510,2024,192.0,159.0,1.0,1,2
22658,2024,254.0,259.0,2.0,2,1
9502,2024,255.0,300.0,3.0,2,1
13344,2024,227.0,255.0,2.0,2,1
19953,2024,227.0,275.0,3.0,2,2
8569,2024,240.0,268.0,3.0,1,1
7244,2024,256.0,316.0,1.0,1,2
6577,2024,288.0,298.0,2.0,2,2
4831,2024,265.0,286.0,3.0,1,1
16733,2024,272.0,290.0,2.0,2,1
9259,2024,295.0,309.0,5.0,3,1
8718,2024,213.0,244.0,3.0,2,1
6726,2024,209.0,225.0,1.0,1,2
5472,2024,224.0,260.0,1.0,1,2
17915,2024,239.0,250.0,2.0,2,1
18087,2024,280.0,287.0,3.0,2,1
14718,2024,258.0,272.0,3.0,2,1
3480,2024,249.0,250.0,2.0,1,1
7536,2024,269.0,297.0,4.0,2,1
20520,2024,269.0,295.0,5.0,3,1
540,2024,250.0,229.0,2.0,1,1
4868,2024,252.0,265.0,4.0,2,1
10868,2024,236.0,247.0,3.0,1,2
1287,2024,229.0,256.0,2.0,1,2
22535,2024,276.0,288.0,2.0,1,1
9551,2024,273.0,276.0,2.0,2,1
15588,2024,302.0,292.0,3.0,2,1
2555,2024,275.0,286.0,2.0,1,1
8649,2024,295.0,285.0,3.0,2,1
5652,2024,274.0,283.0,3.0,2,1
2071,2024,241.0,270.0,3.0,1,2
56,2024,251.0,286.0,4.0,2,1
10335,2024,255.0,266.0,2.0,2,1
597,2024,215.0,231.0,2.0,1,1
3302,2024,290.0,302.0,3.0,2,1
8357,2024,251.0,269.0,3.0,4,2
9786,2024,277.0,298.0,3.0,2,1
10035,2024,249.0,255.0,3.0,2,1
11950,2024,278.0,293.0,3.0,2,1
16770,2024,263.0,281.0,4.0,2,1
4029,2024,306.0,315.0,2.0,1,2
3786,2024,239.0,230.0,1.0,4,2
14606,2024,250.0,256.0,3.0,2,1
2612,2024,255.0,268.0,2.0,1,2
22621,2024,262.0,268.0,3.0,2,1
981,2024,205.0,209.0,2.0,1,2
5801,2024,240.0,313.0,1.0,2,2
3686,2024,234.0,264.0,1.0,1,2
14506,2024,280.0,282.0,4.0,2,1
2014,2024,227.0,244.0,1.0,1,1
1522,2024,252.0,284.0,2.0,4,1
8412,2024,256.0,275.0,3.0,4,1
22229,2024,269.0,271.0,3.0,1,1
10327,2024,267.0,275.0,3.0,2,1
40033,2024,251.0,265.0,3.0,2,1
13573,2024,264.0,282.0,4.0,2,1
24642,2024,301.0,321.0,5.0,3,1
4327,2024,238.0,240.0,1.0,1,2
24885,2024,252.0,272.0,2.0,2,1
25475,2024,267.0,264.0,2.0,2,1
10576,2024,253.0,267.0,1.0,1,1
10427,2024,281.0,289.0,2.0,1,2
9886,2024,228.0,251.0,1.0,1,1
25034,2024,236.0,254.0,3.0,2,1
11509,2024,264.0,272.0,2.0,2,1
2312,2024,253.0,275.0,3.0,1,2
20182,2024,254.0,264.0,2.0,2,1
4791,2024,228.0,258.0,2.0,2,1
3866,2024,284.0,296.0,4.0,2,2
1874,2024,259.0,279.0,3.0,1,1
2870,2024,267.0,300.0,2.0,1,2
8420,2024,256.0,296.0,4.0,4,2
20205,2024,257.0,281.0,2.0,2,2
10719,2024,280.0,296.0,5.0,3,1
2893,2024,263.0,255.0,1.0,1,2
7825,2024,229.0,227.0,1.0,1,1
6829,2024,279.0,284.0,4.0,2,1
9817,2024,261.0,279.0,2.0,2,1
8821,2024,297.0,311.0,4.0,1,1
10742,2024,266.0,272.0,2.0,2,1
7802,2024,246.0,277.0,2.0,1,2
26110,2024,262.0,280.0,4.0,2,1
11761,2024,241.0,268.0,3.0,2,1
5810,2024,284.0,291.0,5.0,3,1
11220,2024,231.0,244.0,1.0,2,1
2847,2024,300.0,295.0,2.0,1,2
25114,2024,230.0,258.0,2.0,2,1
10272,2024,222.0,233.0,1.0,1,1
12851,2024,275.0,289.0,4.0,2,1
377,2024,209.0,231.0,1.0,1,2
454,2024,279.0,286.0,2.0,4,1
8867,2024,255.0,300.0,5.0,3,1
17689,2024,298.0,294.0,2.0,2,1
17766,2024,237.0,262.0,1.0,2,1
9182,2024,250.0,264.0,3.0,2,1
10836,2024,256.0,275.0,3.0,1,2
16787,2024,247.0,278.0,5.0,3,1
2469,2024,291.0,303.0,2.0,4,2
3010,2024,270.0,288.0,3.0,2,1
26494,2024,264.0,259.0,3.0,2,1
25615,2024,256.0,276.0,2.0,2,1
22220,2024,270.0,284.0,2.0,2,2
408,2024,253.0,266.0,2.0,4,1
995,2024,305.0,285.0,1.0,2,2
41791,2024,296.0,295.0,5.0,3,1
4908,2024,199.0,223.0,2.0,4,2
1490,2024,296.0,300.0,3.0,1,2
14818,2024,293.0,306.0,4.0,2,1
15728,2024,250.0,284.0,2.0,1,1
10341,2024,288.0,295.0,4.0,2,1
9800,2024,278.0,297.0,3.0,2,1
431,2024,220.0,262.0,3.0,2,1
972,2024,272.0,310.0,3.0,1,1
11792,2024,239.0,246.0,2.0,2,1
7785,2024,232.0,246.0,1.0,1,2
7441,2024,225.0,237.0,2.0,2,2
9362,2024,261.0,281.0,4.0,2,1
4453,2024,257.0,274.0,2.0,1,1
2532,2024,257.0,279.0,2.0,1,1
11283,2024,252.0,243.0,3.0,1,2
3457,2024,231.0,286.0,3.0,1,2
8389,2024,283.0,292.0,3.0,4,2
10264,2024,251.0,296.0,2.0,1,1
6766,2024,287.0,292.0,2.0,1,1
22738,2024,228.0,275.0,3.0,2,1
10750,2024,277.0,273.0,2.0,1,1
2438,2024,247.0,297.0,3.0,1,2
15705,2024,274.0,293.0,3.0,2,1
22558,2024,240.0,249.0,2.0,1,1
9660,2024,257.0,266.0,3.0,2,1
4407,2024,278.0,284.0,2.0,1,1
17735,2024,261.0,284.0,2.0,2,1
3325,2024,285.0,282.0,2.0,2,2
10656,2024,234.0,243.0,2.0,1,2
7347,2024,279.0,296.0,2.0,1,1
