rbd,agno,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd
8877,2023,335.0,290.0,5.0,3,1
8485,2023,288.0,275.0,3.0,1,1
24715,2023,349.0,312.0,5.0,3,1
25256,2023,269.0,249.0,3.0,2,1
12747,2023,207.0,203.0,1.0,2,1
178,2023,203.0,195.0,1.0,1,2
4589,2023,219.0,241.0,2.0,4,1
9332,2023,203.0,219.0,1.0,2,1
25482,2023,258.0,257.0,4.0,2,1
24486,2023,333.0,283.0,3.0,2,1
15664,2023,284.0,272.0,3.0,2,1
26335,2023,339.0,300.0,5.0,3,1
26501,2023,214.0,215.0,1.0,4,1
367,2023,217.0,225.0,2.0,1,1
20052,2023,215.0,217.0,1.0,2,1
9687,2023,229.0,235.0,2.0,1,1
2050,2023,200.0,214.0,2.0,2,1
10042,2023,294.0,271.0,3.0,2,1
13125,2023,333.0,289.0,5.0,3,1
11038,2023,225.0,214.0,2.0,4,1
9046,2023,349.0,285.0,5.0,3,1
11871,2023,334.0,279.0,5.0,3,1
2219,2023,200.0,210.0,1.0,2,1
5465,2023,304.0,274.0,3.0,2,1
10520,2023,259.0,244.0,2.0,1,2
1741,2023,244.0,253.0,2.0,2,1
10397,2023,214.0,212.0,1.0,2,1
8811,2023,250.0,239.0,3.0,2,1
8860,2023,302.0,252.0,5.0,3,1
4446,2023,225.0,222.0,1.0,1,1
25127,2023,287.0,273.0,5.0,3,1
1864,2023,227.0,233.0,2.0,1,1
10663,2023,214.0,224.0,1.0,1,1
8499,2023,240.0,241.0,3.0,1,1
8001,2023,236.0,214.0,1.0,1,1
845,2023,242.0,239.0,2.0,1,1
6584,2023,237.0,220.0,1.0,2,1
2007,2023,214.0,254.0,2.0,2,1
14476,2023,323.0,270.0,5.0,3,1
25462,2023,227.0,235.0,2.0,2,1
14599,2023,269.0,257.0,4.0,2,1
14642,2023,221.0,236.0,2.0,2,1
22634,2023,258.0,252.0,3.0,2,1
24798,2023,302.0,252.0,5.0,3,1
31290,2023,269.0,228.0,3.0,2,1
25960,2023,217.0,227.0,1.0,1,1
1884,2023,222.0,216.0,2.0,1,1
25439,2023,282.0,271.0,3.0,2,1
9209,2023,254.0,270.0,3.0,2,1
8791,2023,295.0,283.0,4.0,2,1
25196,2023,241.0,229.0,3.0,2,1
12037,2023,243.0,241.0,2.0,2,1
4712,2023,212.0,220.0,2.0,1,1
18037,2023,187.0,214.0,1.0,1,2
10540,2023,253.0,260.0,3.0,2,1
1366,2023,217.0,229.0,2.0,1,1
12604,2023,234.0,266.0,3.0,2,1
12063,2023,335.0,286.0,5.0,3,1
6112,2023,274.0,264.0,3.0,2,1
5153,2023,292.0,265.0,3.0,2,1
14413,2023,254.0,255.0,3.0,2,1
9587,2023,258.0,261.0,1.0,4,1
13417,2023,232.0,252.0,2.0,2,1
22322,2023,211.0,237.0,1.0,2,1
10832,2023,268.0,240.0,1.0,2,1
26507,2023,387.0,298.0,5.0,3,1
25382,2023,293.0,275.0,3.0,2,1
10726,2023,292.0,273.0,3.0,1,1
24884,2023,312.0,278.0,5.0,3,1
11851,2023,253.0,252.0,3.0,2,1
6398,2023,276.0,261.0,1.0,4,1
25027,2023,248.0,249.0,2.0,2,1
26272,2023,307.0,274.0,5.0,3,1
304,2023,246.0,249.0,4.0,1,1
7629,2023,232.0,228.0,1.0,1,1
14270,2023,305.0,287.0,3.0,2,1
9979,2023,275.0,263.0,3.0,2,1
9942,2023,229.0,229.0,3.0,2,1
5024,2023,267.0,268.0,2.0,1,1
26209,2023,198.0,211.0,1.0,2,1
5565,2023,236.0,223.0,2.0,1,1
2319,2023,209.0,231.0,1.0,1,1
20258,2023,284.0,260.0,2.0,2,1
10669,2023,214.0,199.0,2.0,1,2
2013,2023,215.0,226.0,1.0,1,1
341,2023,286.0,261.0,3.0,2,1
8505,2023,258.0,245.0,2.0,2,1
8754,2023,290.0,271.0,5.0,3,1
22236,2023,302.0,296.0,4.0,2,1
17908,2023,293.0,271.0,2.0,2,1
9003,2023,328.0,291.0,5.0,3,1
15744,2023,270.0,255.0,2.0,2,1
24300,2023,225.0,221.0,2.0,1,1
988,2023,227.0,219.0,1.0,2,1
19972,2023,265.0,261.0,3.0,2,1
4277,2023,230.0,233.0,2.0,2,2
24443,2023,268.0,256.0,1.0,1,1
10377,2023,243.0,251.0,3.0,2,1
25525,2023,235.0,243.0,3.0,2,1
3885,2023,211.0,226.0,1.0,2,1
5216,2023,229.0,239.0,1.0,1,1
20364,2023,255.0,249.0,3.0,2,1
15787,2023,244.0,276.0,2.0,2,1
10626,2023,218.0,221.0,2.0,2,1
7231,2023,236.0,253.0,2.0,2,1
7772,2023,207.0,217.0,1.0,1,1
31084,2023,235.0,228.0,2.0,2,1
8854,2023,302.0,249.0,4.0,2,1
1518,2023,215.0,189.0,2.0,4,1
22743,2023,243.0,259.0,2.0,2,1
26324,2023,216.0,212.0,2.0,2,1
8680,2023,276.0,272.0,3.0,2,1
25328,2023,277.0,263.0,4.0,2,1
2514,2023,280.0,235.0,2.0,2,2
17857,2023,274.0,253.0,2.0,2,1
2205,2023,210.0,199.0,2.0,1,1
3533,2023,238.0,247.0,2.0,2,1
144,2023,217.0,219.0,3.0,2,1
12547,2023,233.0,229.0,2.0,2,1
12046,2023,250.0,246.0,3.0,2,1
17788,2023,263.0,233.0,3.0,2,1
11883,2023,212.0,209.0,1.0,1,1
12192,2023,242.0,226.0,1.0,2,1
22434,2023,292.0,278.0,3.0,2,1
5122,2023,214.0,241.0,1.0,2,1
6118,2023,247.0,245.0,3.0,2,1
16815,2023,267.0,279.0,4.0,3,1
1681,2023,218.0,228.0,2.0,1,1
24240,2023,258.0,240.0,3.0,1,1
9845,2023,264.0,251.0,2.0,2,1
13420,2023,253.0,241.0,2.0,2,1
26155,2023,343.0,305.0,5.0,3,1
15750,2023,256.0,245.0,2.0,2,1
3015,2023,375.0,321.0,5.0,3,1
14771,2023,267.0,237.0,5.0,3,1
1664,2023,207.0,202.0,1.0,1,1
24927,2023,359.0,284.0,5.0,3,1
6828,2023,285.0,280.0,3.0,2,1
16978,2023,319.0,283.0,5.0,3,1
12779,2023,261.0,239.0,4.0,2,1
31419,2023,321.0,299.0,5.0,3,1
9158,2023,244.0,233.0,2.0,2,1
4289,2023,266.0,256.0,1.0,1,1
2992,2023,271.0,263.0,4.0,2,1
14299,2023,257.0,264.0,3.0,2,1
9135,2023,236.0,255.0,5.0,3,1
9799,2023,266.0,257.0,2.0,2,1
25783,2023,236.0,242.0,1.0,2,1
9553,2023,269.0,246.0,3.0,2,1
8966,2023,345.0,299.0,5.0,3,1
15627,2023,257.0,252.0,3.0,2,2
31047,2023,226.0,210.0,5.0,3,1
11591,2023,228.0,239.0,1.0,1,2
8425,2023,204.0,214.0,1.0,1,1
516,2023,229.0,236.0,2.0,1,1
24409,2023,357.0,299.0,5.0,3,1
14923,2023,266.0,246.0,4.0,2,1
40393,2023,298.0,282.0,5.0,3,1
40310,2023,251.0,263.0,4.0,2,1
1750,2023,269.0,272.0,3.0,2,1
7406,2023,325.0,287.0,5.0,3,1
7701,2023,247.0,263.0,4.0,2,1
18066,2023,250.0,252.0,2.0,2,1
3871,2023,244.0,225.0,1.0,1,1
24718,2023,259.0,248.0,5.0,3,1
15564,2023,350.0,298.0,5.0,3,1
1395,2023,257.0,257.0,2.0,2,1
1641,2023,302.0,282.0,5.0,3,1
12610,2023,228.0,227.0,2.0,4,1
13606,2023,260.0,234.0,2.0,2,1
15610,2023,294.0,287.0,2.0,2,1
1604,2023,251.0,242.0,2.0,2,1
26238,2023,342.0,298.0,5.0,3,1
13503,2023,276.0,284.0,3.0,2,1
768,2023,228.0,223.0,1.0,2,1
8926,2023,264.0,270.0,3.0,1,1
18080,2023,222.0,210.0,1.0,1,1
22597,2023,216.0,216.0,1.0,2,1
8488,2023,219.0,266.0,2.0,1,1
127,2023,263.0,269.0,3.0,2,1
668,2023,302.0,267.0,3.0,1,1
3662,2023,250.0,253.0,2.0,1,1
1996,2023,208.0,212.0,1.0,1,1
14877,2023,210.0,225.0,2.0,1,1
12716,2023,250.0,220.0,2.0,2,1
8634,2023,300.0,276.0,4.0,2,1
18126,2023,219.0,240.0,1.0,2,1
24864,2023,241.0,242.0,3.0,2,1
25700,2023,257.0,247.0,4.0,2,1
9221,2023,275.0,243.0,5.0,3,1
31110,2023,308.0,256.0,4.0,2,1
20290,2023,265.0,267.0,2.0,2,1
20041,2023,268.0,262.0,2.0,2,2
2042,2023,284.0,265.0,4.0,2,1
20436,2023,260.0,259.0,3.0,2,1
31010,2023,253.0,248.0,3.0,1,1
9075,2023,233.0,232.0,2.0,4,1
9862,2023,223.0,243.0,2.0,1,1
4698,2023,260.0,250.0,5.0,3,1
26092,2023,246.0,247.0,3.0,2,1
2583,2023,226.0,242.0,1.0,1,1
14336,2023,213.0,223.0,2.0,2,1
14502,2023,324.0,287.0,5.0,3,1
9759,2023,249.0,252.0,3.0,2,1
12842,2023,246.0,230.0,2.0,1,1
22494,2023,222.0,226.0,1.0,2,1
25577,2023,267.0,243.0,3.0,2,1
26075,2023,242.0,214.0,2.0,2,1
1412,2023,315.0,299.0,5.0,3,1
14359,2023,279.0,273.0,3.0,2,1
22351,2023,319.0,283.0,5.0,2,1
9570,2023,334.0,298.0,5.0,2,1
7744,2023,305.0,283.0,4.0,2,1
8906,2023,350.0,297.0,5.0,3,1
5703,2023,272.0,254.0,1.0,2,1
15521,2023,365.0,317.0,5.0,3,1
22374,2023,182.0,182.0,1.0,2,1
31030,2023,216.0,212.0,2.0,2,1
24203,2023,238.0,242.0,2.0,1,1
7718,2023,342.0,296.0,5.0,3,1
11133,2023,253.0,250.0,2.0,2,1
16729,2023,228.0,248.0,1.0,1,1
9069,2023,228.0,212.0,3.0,2,1
5823,2023,235.0,234.0,2.0,1,1
2786,2023,324.0,298.0,5.0,3,1
14671,2023,248.0,247.0,3.0,2,1
20665,2023,243.0,270.0,4.0,3,1
2102,2023,252.0,241.0,1.0,2,1
11256,2023,279.0,264.0,3.0,2,1
10592,2023,208.0,215.0,1.0,1,1
1289,2023,215.0,215.0,1.0,2,1
1787,2023,318.0,292.0,5.0,3,1
25265,2023,252.0,240.0,3.0,2,1
12650,2023,259.0,245.0,2.0,2,1
13314,2023,287.0,265.0,2.0,2,1
4664,2023,262.0,264.0,3.0,2,1
9945,2023,227.0,233.0,1.0,2,1
10615,2023,345.0,294.0,4.0,3,1
12630,2023,223.0,219.0,2.0,2,1
10635,2023,289.0,275.0,5.0,3,1
31342,2023,306.0,281.0,4.0,2,1
579,2023,269.0,253.0,3.0,2,1
10735,2023,205.0,207.0,1.0,1,1
11176,2023,355.0,297.0,5.0,3,1
350,2023,235.0,252.0,4.0,2,1
12587,2023,272.0,262.0,3.0,2,1
8508,2023,218.0,221.0,3.0,1,1
8757,2023,304.0,267.0,5.0,3,1
12836,2023,218.0,213.0,2.0,2,1
9006,2023,237.0,237.0,1.0,1,1
3433,2023,317.0,277.0,4.0,2,1
16417,2023,254.0,255.0,1.0,2,1
7240,2023,211.0,232.0,1.0,1,2
8365,2023,295.0,258.0,4.0,2,1
4535,2023,221.0,210.0,1.0,2,1
8863,2023,325.0,286.0,5.0,3,1
5697,2023,216.0,221.0,1.0,2,1
40370,2023,238.0,246.0,4.0,2,1
3539,2023,230.0,241.0,2.0,1,1
3304,2023,272.0,255.0,2.0,2,1
12301,2023,291.0,283.0,3.0,2,1
7973,2023,230.0,231.0,1.0,4,1
13383,2023,258.0,265.0,2.0,2,1
6301,2023,245.0,223.0,1.0,1,1
2222,2023,209.0,220.0,1.0,1,1
10715,2023,224.0,231.0,2.0,2,1
2308,2023,296.0,286.0,4.0,2,1
26367,2023,269.0,251.0,3.0,2,1
3055,2023,208.0,219.0,1.0,1,1
14210,2023,226.0,233.0,2.0,2,1
1226,2023,287.0,293.0,4.0,3,1
3290,2023,253.0,254.0,2.0,2,1
26012,2023,242.0,239.0,2.0,2,1
1581,2023,305.0,286.0,4.0,2,1
25926,2023,232.0,241.0,2.0,2,1
8614,2023,250.0,265.0,3.0,2,1
24303,2023,296.0,255.0,5.0,3,1
585,2023,322.0,295.0,5.0,3,1
4286,2023,315.0,272.0,5.0,3,1
14565,2023,280.0,257.0,3.0,2,1
1183,2023,234.0,261.0,3.0,1,1
20167,2023,247.0,240.0,3.0,2,1
25136,2023,222.0,237.0,1.0,2,1
14316,2023,248.0,279.0,4.0,2,1
24638,2023,230.0,240.0,3.0,1,1
7326,2023,214.0,208.0,1.0,1,1
31087,2023,261.0,272.0,3.0,2,1
31130,2023,339.0,303.0,3.0,2,1
17605,2023,334.0,271.0,4.0,2,1
12295,2023,331.0,289.0,5.0,3,1
13626,2023,218.0,246.0,2.0,2,1
9298,2023,244.0,243.0,2.0,1,1
3888,2023,207.0,219.0,1.0,1,2
6052,2023,254.0,269.0,2.0,1,1
3639,2023,230.0,230.0,2.0,1,1
3247,2023,270.0,255.0,2.0,1,1
25969,2023,291.0,277.0,3.0,2,1
1,2023,214.0,208.0,1.0,4,1
8657,2023,226.0,216.0,2.0,2,1
17854,2023,263.0,243.0,2.0,2,1
41658,2023,267.0,256.0,3.0,2,1
4870,2023,239.0,242.0,1.0,4,1
14608,2023,212.0,237.0,2.0,2,1
15690,2023,346.0,303.0,3.0,2,1
2165,2023,249.0,262.0,3.0,2,1
31379,2023,314.0,254.0,4.0,2,1
10506,2023,254.0,230.0,2.0,2,1
14751,2023,235.0,228.0,3.0,2,1
8514,2023,208.0,250.0,3.0,1,1
6925,2023,225.0,247.0,1.0,2,2
12759,2023,239.0,232.0,1.0,1,2
356,2023,277.0,261.0,4.0,2,1
25826,2023,291.0,271.0,4.0,2,1
8846,2023,289.0,278.0,5.0,3,1
5265,2023,240.0,248.0,2.0,2,1
5597,2023,250.0,249.0,2.0,1,1
9865,2023,210.0,214.0,1.0,1,1
5574,2023,201.0,212.0,1.0,2,1
20230,2023,222.0,240.0,2.0,2,1
31445,2023,293.0,270.0,5.0,3,1
40436,2023,235.0,279.0,3.0,2,1
4555,2023,277.0,262.0,2.0,4,1
5219,2023,228.0,238.0,1.0,1,1
25448,2023,217.0,225.0,2.0,2,1
15793,2023,239.0,254.0,2.0,2,1
26135,2023,272.0,250.0,3.0,2,1
8491,2023,248.0,245.0,3.0,1,1
9487,2023,215.0,195.0,2.0,2,1
13446,2023,235.0,244.0,3.0,2,1
25471,2023,229.0,234.0,2.0,2,1
20184,2023,206.0,233.0,1.0,2,1
3204,2023,351.0,320.0,5.0,3,1
1515,2023,241.0,233.0,2.0,4,1
24329,2023,275.0,267.0,4.0,2,1
8345,2023,216.0,228.0,1.0,1,1
9673,2023,259.0,240.0,2.0,2,1
13586,2023,247.0,254.0,2.0,2,1
12258,2023,246.0,256.0,5.0,3,1
9656,2023,277.0,255.0,2.0,2,1
25640,2023,346.0,297.0,5.0,3,1
10320,2023,235.0,243.0,2.0,2,1
287,2023,225.0,237.0,2.0,1,1
8992,2023,334.0,299.0,5.0,3,1
6115,2023,221.0,227.0,1.0,2,1
10220,2023,305.0,272.0,3.0,2,1
479,2023,252.0,255.0,3.0,2,1
20376,2023,210.0,235.0,1.0,1,1
16958,2023,229.0,251.0,3.0,1,1
5720,2023,190.0,192.0,1.0,2,2
4392,2023,242.0,238.0,2.0,1,1
6161,2023,276.0,304.0,5.0,3,1
24907,2023,283.0,277.0,5.0,3,1
14674,2023,250.0,230.0,3.0,2,1
8923,2023,306.0,286.0,5.0,3,1
4263,2023,298.0,264.0,3.0,2,1
2935,2023,243.0,247.0,2.0,1,1
16749,2023,263.0,254.0,3.0,2,1
373,2023,237.0,236.0,2.0,1,1
705,2023,230.0,207.0,1.0,1,1
22560,2023,284.0,273.0,2.0,2,1
18017,2023,201.0,220.0,1.0,1,1
25843,2023,292.0,288.0,4.0,2,1
2580,2023,270.0,264.0,3.0,2,1
25202,2023,357.0,309.0,5.0,3,1
26035,2023,313.0,258.0,2.0,2,1
8969,2023,316.0,294.0,5.0,3,1
13300,2023,344.0,302.0,5.0,3,1
25703,2023,278.0,276.0,4.0,2,1
15624,2023,262.0,266.0,2.0,2,1
4309,2023,221.0,233.0,1.0,1,1
15707,2023,233.0,248.0,4.0,3,1
14379,2023,312.0,285.0,5.0,3,1
14233,2023,252.0,249.0,3.0,2,1
25348,2023,347.0,287.0,5.0,3,1
31299,2023,271.0,260.0,2.0,1,1
10901,2023,264.0,257.0,2.0,2,1
9278,2023,291.0,284.0,5.0,3,1
13360,2023,293.0,257.0,4.0,2,1
9905,2023,318.0,294.0,4.0,2,1
5282,2023,208.0,212.0,1.0,1,1
25557,2023,256.0,266.0,2.0,2,1
3327,2023,229.0,217.0,1.0,2,1
25995,2023,218.0,191.0,1.0,2,1
31153,2023,207.0,226.0,2.0,1,1
270,2023,230.0,224.0,2.0,1,2
5434,2023,260.0,263.0,3.0,2,1
2185,2023,231.0,217.0,4.0,3,1
24761,2023,259.0,249.0,5.0,3,1
9318,2023,327.0,275.0,3.0,2,1
9324,2023,239.0,251.0,1.0,2,1
31253,2023,254.0,253.0,2.0,2,1
4160,2023,241.0,248.0,1.0,2,1
2285,2023,218.0,214.0,1.0,1,2
12713,2023,335.0,301.0,2.0,2,1
17877,2023,285.0,275.0,4.0,2,1
25697,2023,268.0,259.0,2.0,2,1
31107,2023,217.0,269.0,2.0,2,1
1747,2023,240.0,254.0,3.0,2,1
124,2023,231.0,217.0,1.0,1,1
665,2023,231.0,219.0,1.0,1,1
2099,2023,334.0,281.0,2.0,2,1
10091,2023,224.0,229.0,2.0,4,1
18249,2023,229.0,227.0,3.0,2,1
7031,2023,217.0,230.0,1.0,1,1
9072,2023,245.0,223.0,3.0,4,1
8740,2023,285.0,270.0,4.0,2,1
582,2023,312.0,285.0,4.0,3,1
17728,2023,253.0,271.0,3.0,2,1
4140,2023,360.0,293.0,2.0,1,1
7200,2023,236.0,239.0,2.0,1,1
14860,2023,251.0,242.0,3.0,2,1
11110,2023,238.0,212.0,1.0,1,2
25717,2023,341.0,285.0,4.0,2,1
4163,2023,279.0,244.0,2.0,1,1
24721,2023,346.0,288.0,4.0,1,1
25766,2023,288.0,262.0,3.0,2,1
2454,2023,292.0,279.0,3.0,2,1
15524,2023,357.0,308.0,5.0,3,1
16520,2023,250.0,259.0,2.0,2,1
17920,2023,273.0,257.0,2.0,2,1
12086,2023,348.0,292.0,5.0,3,1
11843,2023,262.0,263.0,3.0,2,1
3430,2023,296.0,291.0,3.0,2,1
25929,2023,221.0,229.0,1.0,2,1
9779,2023,249.0,244.0,2.0,2,1
8617,2023,256.0,259.0,2.0,2,1
13486,2023,261.0,229.0,2.0,2,1
9281,2023,231.0,226.0,2.0,1,1
5992,2023,218.0,221.0,1.0,2,1
10781,2023,203.0,195.0,1.0,1,1
4830,2023,259.0,251.0,3.0,1,1
1123,2023,224.0,206.0,2.0,1,1
2789,2023,366.0,287.0,5.0,3,1
1392,2023,288.0,260.0,3.0,2,1
22540,2023,254.0,241.0,2.0,1,1
11130,2023,252.0,244.0,3.0,2,1
25368,2023,283.0,264.0,2.0,2,1
17794,2023,304.0,271.0,4.0,2,1
3138,2023,207.0,184.0,1.0,1,1
6135,2023,227.0,228.0,1.0,2,2
10489,2023,263.0,247.0,2.0,2,1
1292,2023,268.0,264.0,2.0,2,1
9407,2023,241.0,230.0,3.0,2,1
7907,2023,235.0,236.0,2.0,2,1
7180,2023,314.0,303.0,5.0,3,1
433,2023,237.0,253.0,3.0,2,1
12006,2023,207.0,230.0,1.0,1,2
20164,2023,211.0,233.0,1.0,2,1
16583,2023,269.0,256.0,1.0,2,1
14568,2023,260.0,276.0,3.0,2,1
7572,2023,258.0,271.0,2.0,2,1
20519,2023,236.0,240.0,4.0,3,1
10240,2023,203.0,220.0,2.0,1,1
8697,2023,289.0,273.0,4.0,2,1
9693,2023,238.0,242.0,2.0,1,1
3742,2023,236.0,220.0,1.0,1,1
31276,2023,321.0,302.0,5.0,3,1
4973,2023,242.0,250.0,3.0,2,1
3977,2023,232.0,229.0,1.0,1,1
3387,2023,233.0,237.0,1.0,1,1
10632,2023,208.0,221.0,1.0,2,1
8909,2023,325.0,302.0,5.0,3,1
5663,2023,261.0,230.0,1.0,2,1
2995,2023,274.0,267.0,3.0,2,1
2909,2023,239.0,235.0,2.0,1,1
2019,2023,230.0,233.0,2.0,1,1
1521,2023,215.0,226.0,1.0,4,1
12590,2023,224.0,247.0,2.0,2,1
8511,2023,242.0,253.0,3.0,2,1
8654,2023,223.0,213.0,3.0,2,1
8611,2023,295.0,273.0,4.0,2,1
4824,2023,235.0,216.0,1.0,2,1
14605,2023,294.0,260.0,3.0,2,1
25282,2023,298.0,265.0,3.0,2,1
26115,2023,242.0,256.0,3.0,2,1
10967,2023,251.0,251.0,2.0,1,1
5806,2023,200.0,235.0,1.0,2,2
17708,2023,275.0,278.0,4.0,2,1
15544,2023,296.0,275.0,3.0,2,1
3642,2023,220.0,249.0,1.0,2,1
1478,2023,247.0,253.0,2.0,2,1
14313,2023,280.0,255.0,2.0,2,1
25182,2023,222.0,232.0,2.0,1,1
11608,2023,231.0,229.0,1.0,2,1
9985,2023,237.0,225.0,2.0,1,1
4575,2023,262.0,252.0,2.0,4,1
8903,2023,355.0,321.0,5.0,3,1
2411,2023,212.0,222.0,1.0,1,1
10526,2023,208.0,207.0,2.0,1,1
16477,2023,339.0,294.0,3.0,2,1
10269,2023,216.0,224.0,2.0,1,1
40316,2023,256.0,235.0,3.0,2,1
22672,2023,257.0,251.0,3.0,2,1
9937,2023,276.0,268.0,4.0,2,1
2111,2023,222.0,234.0,2.0,1,1
14514,2023,271.0,255.0,3.0,2,1
11265,2023,220.0,224.0,2.0,2,1
15510,2023,365.0,311.0,5.0,3,1
2443,2023,217.0,224.0,1.0,2,1
1756,2023,270.0,250.0,2.0,2,1
10246,2023,273.0,241.0,3.0,2,1
9582,2023,216.0,226.0,1.0,4,1
9250,2023,322.0,283.0,5.0,3,1
7707,2023,279.0,267.0,4.0,2,1
9035,2023,285.0,274.0,5.0,3,1
10223,2023,239.0,243.0,2.0,2,1
2938,2023,215.0,213.0,1.0,1,1
9058,2023,252.0,241.0,2.0,2,1
8394,2023,254.0,241.0,2.0,1,2
9722,2023,234.0,244.0,3.0,1,1
31116,2023,246.0,235.0,2.0,2,1
8895,2023,226.0,239.0,5.0,3,1
25543,2023,208.0,229.0,2.0,2,1
24733,2023,287.0,255.0,2.0,2,1
25852,2023,286.0,268.0,5.0,3,1
4790,2023,286.0,271.0,3.0,2,1
25065,2023,309.0,270.0,5.0,3,1
25520,2023,308.0,280.0,4.0,2,1
8872,2023,358.0,299.0,5.0,3,1
10077,2023,205.0,225.0,1.0,4,1
24856,2023,222.0,246.0,2.0,1,1
14823,2023,188.0,217.0,3.0,2,1
1610,2023,242.0,243.0,2.0,2,1
25829,2023,288.0,257.0,4.0,2,1
26084,2023,205.0,192.0,1.0,2,1
11766,2023,252.0,257.0,5.0,3,1
3608,2023,284.0,276.0,4.0,2,1
8494,2023,213.0,221.0,2.0,1,1
12115,2023,212.0,211.0,1.0,2,1
336,2023,240.0,245.0,4.0,2,1
7830,2023,221.0,226.0,1.0,1,1
22271,2023,233.0,224.0,2.0,2,1
13117,2023,338.0,297.0,5.0,3,1
25142,2023,299.0,279.0,5.0,3,1
6897,2023,257.0,262.0,2.0,1,1
24209,2023,246.0,238.0,2.0,2,1
12802,2023,235.0,251.0,3.0,2,1
4982,2023,222.0,234.0,2.0,1,1
24873,2023,286.0,287.0,5.0,3,1
1587,2023,232.0,268.0,2.0,2,1
10415,2023,242.0,250.0,3.0,2,1
22317,2023,198.0,227.0,1.0,2,2
13489,2023,259.0,270.0,3.0,2,1
6210,2023,199.0,209.0,1.0,2,2
5669,2023,273.0,262.0,2.0,2,1
16844,2023,271.0,254.0,1.0,2,2
9267,2023,286.0,283.0,5.0,3,1
24670,2023,324.0,306.0,5.0,3,1
18172,2023,276.0,259.0,3.0,2,1
16512,2023,269.0,287.0,3.0,2,1
9373,2023,238.0,224.0,3.0,2,1
17734,2023,270.0,263.0,2.0,2,1
5082,2023,251.0,252.0,3.0,2,1
11248,2023,228.0,233.0,1.0,1,2
24956,2023,350.0,278.0,2.0,2,1
67,2023,254.0,256.0,4.0,2,1
13558,2023,283.0,251.0,2.0,4,1
8972,2023,372.0,295.0,5.0,3,1
24624,2023,358.0,281.0,5.0,3,1
4644,2023,254.0,243.0,2.0,2,1
18218,2023,230.0,215.0,1.0,1,1
15719,2023,278.0,257.0,3.0,2,1
10641,2023,222.0,233.0,2.0,1,1
40299,2023,275.0,275.0,4.0,2,1
31262,2023,215.0,205.0,2.0,2,1
9659,2023,222.0,229.0,2.0,2,1
8331,2023,250.0,238.0,2.0,1,2
14677,2023,235.0,228.0,2.0,2,1
12762,2023,234.0,244.0,4.0,2,2
9519,2023,286.0,275.0,4.0,2,1
6270,2023,237.0,233.0,1.0,1,1
9768,2023,270.0,266.0,4.0,2,1
10455,2023,217.0,234.0,1.0,1,1
14783,2023,241.0,241.0,3.0,2,1
16652,2023,270.0,266.0,2.0,2,1
16798,2023,245.0,240.0,3.0,2,1
568,2023,272.0,262.0,3.0,2,1
17634,2023,330.0,294.0,5.0,3,1
25059,2023,246.0,254.0,2.0,2,1
1796,2023,300.0,273.0,5.0,3,1
4796,2023,324.0,296.0,4.0,3,1
1255,2023,230.0,231.0,2.0,2,1
14265,2023,245.0,266.0,3.0,2,1
20502,2023,313.0,283.0,5.0,3,1
107,2023,237.0,232.0,2.0,1,1
11680,2023,306.0,276.0,4.0,2,1
15759,2023,218.0,220.0,1.0,1,1
2194,2023,353.0,306.0,5.0,3,1
11348,2023,277.0,259.0,3.0,2,1
4043,2023,220.0,228.0,1.0,2,1
4707,2023,225.0,225.0,2.0,1,1
41109,2023,258.0,262.0,4.0,3,1
8812,2023,258.0,255.0,2.0,2,1
12891,2023,245.0,254.0,3.0,2,1
22211,2023,335.0,299.0,5.0,2,1
22543,2023,233.0,244.0,1.0,1,1
2835,2023,214.0,230.0,1.0,1,1
24438,2023,242.0,228.0,3.0,2,1
130,2023,280.0,272.0,3.0,2,1
25434,2023,244.0,251.0,3.0,2,1
2171,2023,224.0,266.0,3.0,2,1
14594,2023,331.0,278.0,4.0,2,1
3359,2023,216.0,250.0,1.0,1,2
1859,2023,230.0,231.0,3.0,2,1
10515,2023,280.0,281.0,2.0,2,1
14428,2023,253.0,271.0,5.0,3,1
12015,2023,302.0,261.0,5.0,3,1
5274,2023,205.0,192.0,1.0,1,2
1361,2023,267.0,257.0,2.0,2,1
20173,2023,244.0,239.0,3.0,2,1
1195,2023,226.0,248.0,2.0,2,1
10492,2023,286.0,277.0,2.0,2,1
1959,2023,226.0,241.0,2.0,1,1
8500,2023,219.0,213.0,2.0,1,1
22609,2023,267.0,260.0,4.0,2,1
4166,2023,237.0,244.0,1.0,1,1
41421,2023,245.0,169.0,4.0,3,1
16443,2023,208.0,213.0,1.0,2,1
10658,2023,248.0,234.0,3.0,2,1
14720,2023,206.0,208.0,2.0,1,1
1318,2023,211.0,207.0,1.0,1,1
8643,2023,223.0,244.0,3.0,2,1
4564,2023,242.0,252.0,3.0,4,1
13220,2023,217.0,185.0,2.0,2,1
4733,2023,217.0,239.0,2.0,1,1
8620,2023,238.0,245.0,3.0,2,1
5374,2023,202.0,215.0,1.0,1,1
19981,2023,299.0,287.0,4.0,2,1
6087,2023,232.0,246.0,2.0,1,1
17817,2023,258.0,263.0,2.0,2,1
14508,2023,287.0,285.0,5.0,3,1
25085,2023,209.0,210.0,1.0,2,1
24338,2023,242.0,266.0,4.0,2,1
25832,2023,283.0,292.0,5.0,3,1
41899,2023,260.0,269.0,4.0,2,1
