rbd,agno,curso,prom_mate_rbd,prom_lect_rbd,cod_grupo,cod_depe2,cod_rural_rbd,ind_am,ind_cc,ind_hv,ind_pf
1514,2019,8b,238.0,211.0,3.0,1,1,64.17935535,64.012122654,60.059321895,72.553654782
1515,2019,8b,259.0,243.0,3.0,1,1,67.405700005,70.220315474,66.451263971,76.149120946
1516,2019,8b,248.0,231.0,2.0,1,1,67.79768467,67.120930122,62.10043097,71.33340091
1517,2019,8b,252.0,226.0,3.0,1,1,73.71977485,74.397912568,67.699873164,75.250117709
1518,2019,8b,225.0,218.0,2.0,1,1,68.540483816,66.217999043,60.739093956,67.691521466
1519,2019,8b,224.0,196.0,2.0,1,1,73.979548348,70.20845427,58.582012591,74.141746825
1520,2019,8b,271.0,241.0,3.0,1,1,65.397722389,68.18175479,61.572497324,68.922271008
1521,2019,8b,216.0,221.0,2.0,1,1,70.978978733,71.701393562,64.548439418,68.232800377
1522,2019,8b,241.0,204.0,2.0,1,1,75.690724823,73.998916444,70.65345174,79.122656442
1523,2019,8b,230.0,209.0,2.0,1,1,71.711442091,70.940678732,62.656666694,71.162603212
1524,2019,8b,253.0,205.0,2.0,1,1,67.194303836,79.100340931,69.834589627,76.9362015
1526,2019,8b,249.0,228.0,3.0,1,1,76.656154818,77.356424757,70.486010161,84.396203352
1528,2019,8b,240.0,212.0,3.0,1,1,69.419491817,68.27340596,63.068068405,69.865472695
1529,2019,8b,219.0,216.0,3.0,1,1,78.887950129,76.618100056,69.808702467,82.285966584
1533,2019,8b,214.0,183.0,2.0,1,1,71.761962537,66.119391363,69.597479972,71.977546743
1534,2019,8b,231.0,231.0,2.0,1,1,74.731632366,76.740939439,66.247915959,78.906617379
1536,2019,8b,233.0,196.0,2.0,1,1,71.87223197,68.195846629,63.690981738,77.35352981
1537,2019,8b,231.0,210.0,2.0,1,1,77.746382122,73.212065028,65.056762578,73.2317202
1538,2019,8b,225.0,181.0,2.0,1,1,69.958751107,65.521277969,66.179460612,75.19451993
1540,2019,8b,218.0,198.0,2.0,1,1,77.670266958,72.418005248,63.873012106,80.219946528
1541,2019,8b,218.0,218.0,2.0,1,1,75.193719041,72.473784883,63.558631754,78.493599542
1542,2019,8b,217.0,194.0,2.0,1,1,70.626576518,69.310429974,62.141578799,73.422898545
1543,2019,8b,243.0,237.0,1.0,1,1,78.73866492,81.138757748,76.066655328,85.792324226
1547,2019,8b,226.0,199.0,2.0,1,1,69.194936122,67.19661411,63.476692408,71.846504719
1548,2019,8b,201.0,182.0,3.0,1,1,68.850336243,64.596421216,61.576111306,67.248542664
1549,2019,8b,221.0,201.0,2.0,1,1,76.259976694,73.299826605,65.862493373,78.348265733
1550,2019,8b,255.0,237.0,2.0,1,1,79.455541725,78.940744669,73.727323987,77.948949955
1551,2019,8b,252.0,232.0,1.0,1,1,78.828626814,81.224428479,70.310388895,87.377927176
1553,2019,8b,221.0,227.0,2.0,1,1,76.637851218,72.850890739,71.090828562,76.198000661
1554,2019,8b,220.0,194.0,2.0,1,1,77.100213894,75.709546914,73.024608856,78.989030167
1555,2019,8b,214.0,192.0,2.0,1,1,73.908807396,73.473556625,65.090143113,75.4070663
1556,2019,8b,227.0,209.0,1.0,1,1,74.075436372,74.957267929,65.422201022,79.555687723
1557,2019,8b,205.0,196.0,3.0,1,1,78.968566092,79.1301767,75.039090955,85.9310172
1563,2019,8b,253.0,225.0,2.0,1,1,80.256367716,80.517437024,74.859617851,87.29655262
1567,2019,8b,213.0,189.0,1.0,1,1,67.694956106,65.645217457,44.116253716,68.462107535
1568,2019,8b,225.0,215.0,3.0,1,1,69.674690488,78.938642201,65.618783054,80.507888281
1569,2019,8b,255.0,213.0,3.0,1,1,68.295803144,75.575686583,66.602884306,77.277104123
1570,2019,8b,225.0,229.0,2.0,1,1,70.742123436,66.263547016,66.115769698,71.600868027
1571,2019,8b,209.0,184.0,2.0,1,1,70.53661915,70.174385898,69.365140463,72.987989281
1573,2019,8b,216.0,219.0,2.0,1,1,70.89829792,64.846779702,67.816192845,77.692793334
1577,2019,8b,252.0,230.0,3.0,1,1,82.354316491,82.557994281,80.849640841,85.065409273
1578,2019,8b,269.0,253.0,4.0,1,1,77.734022815,71.380466753,70.738746169,73.066297962
1579,2019,8b,258.0,238.0,3.0,2,1,76.500022674,74.905494884,69.575534543,80.446233217
1581,2019,8b,306.0,267.0,4.0,2,1,71.104798784,77.00633649,70.906041805,74.173603954
1582,2019,8b,277.0,245.0,3.0,2,1,73.239832914,73.852372134,64.856131814,73.408246492
1583,2019,8b,217.0,210.0,2.0,2,1,61.991562566,64.152419356,60.738742858,65.411301159
1585,2019,8b,256.0,240.0,3.0,2,1,67.000326663,67.944082248,59.47414955,66.959288382
1586,2019,8b,253.0,221.0,4.0,2,1,64.98911785,64.106656427,60.985037368,69.48502857
1587,2019,8b,258.0,243.0,3.0,2,1,72.741668599,75.308695967,69.269531884,74.600119873
1588,2019,8b,263.0,246.0,3.0,2,1,70.172458317,75.582933492,68.178214591,74.620558631
1590,2019,8b,265.0,230.0,3.0,2,1,70.606394746,71.920267068,67.086841436,74.162847405
1593,2019,8b,240.0,221.0,2.0,2,1,76.23068781,74.396344384,74.218364748,80.689729731
1594,2019,8b,252.0,232.0,3.0,2,1,71.518757899,72.566985152,69.788042133,73.913664843
1595,2019,8b,262.0,250.0,3.0,2,1,76.759704069,78.146703525,74.350832194,85.883202216
1596,2019,8b,261.0,226.0,3.0,2,1,72.002903882,69.835811664,70.019801814,77.437304305
1597,2019,8b,269.0,256.0,3.0,2,1,73.423386066,76.932124889,67.55571951,81.210553917
1598,2019,8b,269.0,260.0,2.0,2,1,76.766486591,80.310454425,69.771091027,79.880914678
1599,2019,8b,241.0,218.0,2.0,2,1,78.172263572,77.369001219,75.355623504,81.530448473
1601,2019,8b,244.0,236.0,3.0,2,1,71.074582388,72.068124994,70.897388914,76.800211335
1602,2019,8b,254.0,237.0,3.0,2,1,73.387134349,72.234829776,62.391700399,77.55987659
1603,2019,8b,257.0,244.0,3.0,2,1,72.058445625,76.790484367,67.238759845,77.567814374
1604,2019,8b,265.0,222.0,3.0,2,1,72.988826825,72.775307124,73.532996241,76.749249353
1607,2019,8b,251.0,229.0,3.0,2,1,68.339941115,70.995203307,66.106687017,73.155918978
1609,2019,8b,268.0,244.0,3.0,2,1,75.141248085,72.863638417,74.224477428,78.56311005
1610,2019,8b,242.0,209.0,3.0,2,1,72.106201016,77.642741512,65.184589686,79.35016017
1619,2019,8b,242.0,224.0,2.0,2,1,73.046790684,71.369227411,67.54665987,76.783103842
1620,2019,8b,333.0,280.0,3.0,2,1,77.634814969,83.368372718,73.992715639,83.901415561
1621,2019,8b,212.0,198.0,3.0,2,1,70.688236806,70.899109059,71.843400357,74.73324993
1629,2019,8b,254.0,253.0,5.0,3,1,70.282573223,70.388921017,65.615709648,70.266047363
1631,2019,8b,323.0,279.0,5.0,3,1,73.10847794,71.574018417,70.461202358,74.350530565
1632,2019,8b,251.0,225.0,3.0,2,1,62.741397183,65.074287947,58.522990388,68.679225801
1634,2019,8b,322.0,273.0,5.0,3,1,74.766018842,76.851033862,76.205914404,82.998997865
1635,2019,8b,255.0,217.0,4.0,2,1,69.788320213,59.02915383,62.832344137,64.379770034
1638,2019,8b,328.0,292.0,5.0,3,1,65.803863291,69.470498432,71.92368487,71.912364784
1641,2019,8b,320.0,277.0,5.0,3,1,73.808839857,78.032056695,73.008652903,78.987302657
1650,2019,8b,280.0,247.0,2.0,2,1,80.590600809,,76.225192998,74.439239912
1653,2019,8b,249.0,254.0,3.0,2,1,66.092160745,71.757636246,69.766362116,76.977056275
1657,2019,8b,289.0,255.0,4.0,2,1,66.573425569,74.333535737,69.190045903,72.839177255
1667,2019,8b,234.0,230.0,3.0,1,1,69.220724064,71.4443568,71.216111987,71.929867033
1672,2019,8b,207.0,205.0,2.0,1,1,78.284302012,73.45893841,71.283985727,76.231124619
1675,2019,8b,220.0,217.0,3.0,1,1,72.918845121,69.506250716,62.437035951,70.758209317
1676,2019,8b,235.0,219.0,3.0,1,1,65.051390798,66.553616164,62.829273016,70.065134156
1677,2019,8b,261.0,248.0,2.0,1,1,69.489533205,74.712923435,64.211328205,71.265233456
1678,2019,8b,256.0,238.0,3.0,1,1,80.218223698,82.973597841,79.435783272,87.464026192
1680,2019,8b,243.0,254.0,3.0,1,1,76.745629671,74.948138696,73.977661506,78.537085908
1681,2019,8b,233.0,237.0,3.0,1,1,72.709776941,72.599344279,67.035538176,69.773991222
1682,2019,8b,237.0,209.0,2.0,1,1,74.783229489,73.912037348,71.393352269,77.917389206
1683,2019,8b,223.0,206.0,2.0,1,1,70.554111166,74.266283894,67.386748398,76.759043585
1684,2019,8b,228.0,211.0,2.0,1,1,64.13355646,66.86685042,62.971289575,68.879332698
1685,2019,8b,225.0,204.0,2.0,1,1,70.500270418,70.040798387,66.273942337,70.842649773
1686,2019,8b,250.0,253.0,3.0,1,1,73.196138165,70.265004555,66.888831455,68.925385273
1688,2019,8b,252.0,210.0,3.0,1,1,75.607428529,74.490008399,69.718202552,81.357198436
1689,2019,8b,221.0,211.0,2.0,1,1,74.805001499,79.784616663,73.998780644,81.68408847
1691,2019,8b,221.0,235.0,2.0,1,1,71.439735006,74.247611891,72.026234459,78.971729975
1692,2019,8b,266.0,239.0,2.0,1,1,79.304206212,76.4460854,72.826799482,81.289532693
1693,2019,8b,268.0,240.0,3.0,1,1,76.84631718,83.487683986,78.374747199,84.272360975
1695,2019,8b,253.0,243.0,3.0,1,1,78.523635716,,71.548076804,82.390180478
1696,2019,8b,244.0,221.0,3.0,1,1,76.808991501,81.154804317,76.030706857,85.740207524
1697,2019,8b,239.0,229.0,2.0,1,1,81.273475319,73.800730443,77.314229311,80.047336128
1698,2019,8b,273.0,224.0,2.0,1,1,71.422689502,73.254957158,67.824210197,76.398160223
1699,2019,8b,248.0,214.0,2.0,1,1,82.647702958,80.806351032,75.596475474,84.628297758
1700,2019,8b,270.0,246.0,2.0,1,1,76.776532607,76.133203205,74.299658507,84.071225651
1701,2019,8b,241.0,209.0,1.0,1,1,76.72553795,71.558511114,69.972191002,77.972306278
1702,2019,8b,238.0,231.0,3.0,1,1,73.905301202,72.535943005,71.64781113,81.879373271
1703,2019,8b,298.0,253.0,3.0,1,1,67.265052705,68.363457928,68.298356936,75.221087441
1704,2019,8b,244.0,235.0,3.0,1,1,75.34494464,76.685492757,74.515505127,81.826758716
1705,2019,8b,235.0,198.0,2.0,1,1,79.253201339,78.763739192,68.087742882,83.140127456
1707,2019,8b,231.0,204.0,2.0,1,1,71.589940615,68.226829522,68.438462043,73.942324072
1708,2019,8b,243.0,209.0,1.0,1,1,73.819089366,,67.881478122,75.092148189
1709,2019,8b,226.0,206.0,2.0,1,1,74.741687769,71.022597751,67.890951309,75.628613896
1712,2019,8b,264.0,234.0,2.0,1,1,77.004955925,76.916980574,68.094912059,77.720445096
1714,2019,8b,196.0,148.0,2.0,1,1,73.028194388,74.750394061,64.589709671,79.765607265
1716,2019,8b,251.0,235.0,2.0,1,1,73.612698714,76.029707253,70.611166938,78.715343127
1717,2019,8b,260.0,228.0,2.0,1,1,73.484387616,68.700914725,64.070318035,83.262704499
1718,2019,8b,244.0,227.0,2.0,1,1,82.74087874,85.050482698,75.042830821,87.626220983
1720,2019,8b,234.0,218.0,3.0,1,1,77.923356527,78.249322723,71.31309779,81.78054408
1721,2019,8b,228.0,231.0,2.0,1,1,77.778709347,80.279712208,78.7193559,81.506451706
1724,2019,8b,225.0,219.0,2.0,1,1,71.60555291,69.9825863,70.84573818,76.292189911
1728,2019,8b,255.0,244.0,3.0,1,1,79.422936625,79.317053714,77.772472329,85.402189775
1732,2019,8b,254.0,220.0,2.0,1,1,89.82270768,92.572681617,80.769321387,94.99188749
1734,2019,8b,301.0,264.0,4.0,2,1,72.691970216,74.371534727,72.366843417,75.370074778
1735,2019,8b,283.0,264.0,4.0,2,1,68.700551215,70.807373773,69.443204478,72.653750981
1738,2019,8b,280.0,258.0,3.0,2,1,72.170235897,76.975360013,72.104622351,75.695716821
1741,2019,8b,257.0,205.0,3.0,2,1,72.704751763,68.481467906,65.311096705,70.195501663
1742,2019,8b,233.0,233.0,3.0,2,1,70.682078313,68.793865575,64.302139048,73.396669207
1743,2019,8b,249.0,238.0,3.0,2,1,67.81636135,68.511149091,63.020914403,67.577062436
1748,2019,8b,288.0,256.0,3.0,2,1,75.044058371,79.465719152,69.320425306,81.290992684
1749,2019,8b,257.0,243.0,3.0,2,1,67.067468985,69.392373446,70.152169476,74.643027608
1750,2019,8b,289.0,261.0,4.0,2,1,70.941716175,,66.307952385,75.512614431
1751,2019,8b,257.0,236.0,3.0,2,1,69.968123459,79.428810581,69.735679892,79.004695058
1752,2019,8b,252.0,234.0,3.0,2,1,67.210511896,65.961086981,62.180202476,68.188038688
1755,2019,8b,248.0,236.0,3.0,2,1,73.206067989,74.68208801,64.067911164,75.517932428
1756,2019,8b,255.0,233.0,3.0,2,1,73.590786896,77.511848928,70.462742841,76.354571649
1757,2019,8b,296.0,257.0,4.0,2,1,67.718019303,68.733351861,67.123153832,71.529240401
1759,2019,8b,247.0,235.0,2.0,2,1,71.905393373,71.69846762,69.375002762,74.513173072
1761,2019,8b,243.0,233.0,3.0,2,1,73.027435727,76.278480045,66.041012786,77.457708201
1765,2019,8b,205.0,181.0,3.0,2,1,66.939119712,63.931792374,65.024484524,68.923607861
1769,2019,8b,276.0,234.0,3.0,2,1,67.173533154,74.377335335,70.223478782,75.017593699
1772,2019,8b,275.0,255.0,2.0,2,1,73.870535675,79.065585376,73.347278505,78.980568572
1774,2019,8b,316.0,282.0,5.0,3,1,71.203653555,,70.353661279,78.724780765
1775,2019,8b,288.0,265.0,5.0,3,1,84.48151943,88.516938121,80.103768113,90.661678801
1776,2019,8b,315.0,289.0,5.0,3,1,71.454683804,79.116057424,73.760437524,78.996352678
1777,2019,8b,301.0,270.0,5.0,3,1,69.355087091,70.409142814,67.884762733,74.687807543
1780,2019,8b,249.0,225.0,5.0,3,1,69.473159408,72.343473033,66.349140821,73.633843332
1781,2019,8b,298.0,283.0,5.0,3,1,69.879438204,71.163832284,65.22155038,72.764573485
1783,2019,8b,322.0,282.0,5.0,3,1,65.18024866,71.719750245,66.726424532,74.835462099
1787,2019,8b,333.0,304.0,5.0,3,1,66.302440779,73.527536785,64.938640598,68.750475162
1788,2019,8b,293.0,274.0,5.0,3,1,72.484437621,75.610100957,72.245583022,75.179326187
1789,2019,8b,305.0,273.0,5.0,3,1,72.200962374,78.433660732,70.989918034,77.230193702
1791,2019,8b,307.0,266.0,5.0,3,1,73.106443515,76.895846583,71.447825935,78.631258406
1792,2019,8b,283.0,258.0,5.0,3,1,70.957285191,73.883654473,67.500169081,77.246826844
1795,2019,8b,274.0,251.0,4.0,2,1,73.724582676,72.111581543,68.150231032,77.008072899
1796,2019,8b,310.0,281.0,5.0,3,1,75.176107738,70.90823126,72.823597166,79.420189232
1801,2019,8b,310.0,274.0,4.0,2,1,69.328857696,69.810945244,67.865397281,75.900666115
1807,2019,8b,247.0,218.0,2.0,2,1,74.906800841,75.744432626,69.26503398,81.594379801
1819,2019,8b,239.0,209.0,3.0,2,1,73.827862636,74.414483672,74.529239619,79.418121761
1839,2019,8b,337.0,289.0,5.0,3,1,70.099633391,76.352197703,72.361043757,78.635980945
1842,2019,8b,276.0,249.0,3.0,2,1,73.126546855,76.242341578,71.581177001,82.115326059
1844,2019,8b,323.0,266.0,5.0,3,1,74.073633989,82.233162819,77.257169091,80.993877468
1847,2019,8b,237.0,218.0,2.0,2,1,74.030193653,72.428781754,72.887598082,76.2750072
1851,2019,8b,233.0,221.0,2.0,1,1,82.342687008,83.281115009,74.59445775,86.433811735
1853,2019,8b,258.0,242.0,2.0,1,1,76.569368608,77.206464577,76.221322016,84.020106736
1855,2019,8b,241.0,223.0,2.0,1,1,79.678465872,82.998455978,78.194495207,88.042866531
1856,2019,8b,241.0,219.0,2.0,1,2,76.266398017,80.967897102,79.003085668,82.569214705
1858,2019,8b,265.0,239.0,3.0,2,1,68.474867788,70.039903404,71.915264576,76.752478291
1859,2019,8b,254.0,241.0,3.0,2,1,73.226476747,73.457685354,70.306341521,75.697253623
1860,2019,8b,244.0,226.0,2.0,2,1,73.921688183,66.537936519,66.350156701,72.409065381
1863,2019,8b,240.0,235.0,2.0,1,1,70.990915171,66.058855757,66.515766327,71.891633665
1864,2019,8b,249.0,241.0,2.0,1,1,75.72501079,70.776741973,71.216443007,76.112459591
1867,2019,8b,242.0,235.0,2.0,1,2,84.401196372,83.967346455,80.690217933,88.284090664
1868,2019,8b,253.0,241.0,3.0,1,1,79.523741795,79.029513867,73.051474306,82.700147729
1873,2019,8b,230.0,202.0,2.0,1,1,77.788538542,77.633367702,73.290128628,80.419733221
1874,2019,8b,236.0,249.0,3.0,1,1,71.810299031,78.959760056,77.369390662,81.290617199
1875,2019,8b,244.0,217.0,2.0,1,1,80.259451151,76.920344737,81.377750437,86.541927019
1881,2019,8b,233.0,214.0,2.0,1,1,72.04052271,70.125686594,68.62022351,74.218650876
1882,2019,8b,228.0,232.0,3.0,1,1,68.843444012,,59.71851976,80.205076277
1884,2019,8b,234.0,203.0,2.0,1,1,76.365431911,71.076899968,62.951524724,74.942802647
1885,2019,8b,224.0,209.0,2.0,1,1,64.724518677,,61.310570288,66.543688506
1886,2019,8b,238.0,217.0,2.0,1,1,72.48484535,75.339864244,74.568079066,79.73046492
1887,2019,8b,243.0,239.0,3.0,1,1,71.91965449,75.472672488,67.440950746,80.151218828
1888,2019,8b,221.0,207.0,2.0,1,1,68.329305542,71.661792931,64.834754663,71.104864018
1889,2019,8b,220.0,185.0,3.0,1,1,61.371279368,56.0701728,51.472597213,61.325088215
1890,2019,8b,248.0,240.0,3.0,1,1,79.21131782,85.017588654,70.376129323,85.816942726
1891,2019,8b,224.0,232.0,2.0,1,1,73.025328653,67.720735733,68.236303264,74.310034657
1892,2019,8b,212.0,205.0,2.0,1,1,78.989372048,79.18771225,72.740576455,84.260807727
1893,2019,8b,242.0,235.0,2.0,1,1,71.880217253,67.075585688,64.854377404,73.510640519
1895,2019,8b,238.0,240.0,2.0,1,1,78.348448363,68.563821005,67.660982692,74.415240065
1898,2019,8b,228.0,218.0,2.0,1,1,83.29852882,74.921208148,72.848660664,80.386204483
1899,2019,8b,246.0,213.0,3.0,1,1,77.051021592,77.195687037,76.897515269,82.377890247
1901,2019,8b,225.0,215.0,2.0,1,2,78.070243399,82.353903847,77.83090613,73.651800624
1908,2019,8b,241.0,222.0,3.0,2,1,63.872284683,,61.378844703,67.958004546
1909,2019,8b,266.0,235.0,4.0,2,1,69.455241784,70.1507751,70.770275265,74.042935512
1911,2019,8b,236.0,197.0,3.0,2,1,64.155955223,69.112795327,60.002284141,64.283511516
1917,2019,8b,246.0,216.0,3.0,2,1,72.566905598,75.924542441,69.727135709,77.270261077
1918,2019,8b,265.0,246.0,3.0,2,1,67.859787333,69.701897247,67.558931287,70.066582608
1919,2019,8b,296.0,263.0,4.0,2,1,64.157780775,73.875756869,68.67447237,71.208539109
1923,2019,8b,259.0,247.0,3.0,2,1,67.904009352,75.117297764,66.088733868,73.279659392
1924,2019,8b,243.0,203.0,3.0,2,1,78.244796339,76.756068487,70.981499662,78.913514237
1927,2019,8b,244.0,228.0,2.0,2,1,75.834520566,79.116850242,74.739158839,80.548470785
1930,2019,8b,237.0,229.0,3.0,2,1,68.395889333,73.259689454,67.089245745,70.708346951
1934,2019,8b,277.0,243.0,3.0,2,1,72.503948418,78.67076557,71.201594947,75.098427352
1937,2019,8b,274.0,225.0,5.0,3,1,73.730595766,74.967428827,72.521498071,76.227109944
1941,2019,8b,243.0,241.0,3.0,2,1,71.422224991,71.201929961,68.187161146,75.83544705
1959,2019,8b,243.0,228.0,3.0,1,1,75.42877724,74.232110201,71.008335034,79.128560721
1961,2019,8b,222.0,209.0,2.0,1,1,82.401005699,81.363587945,74.169531803,83.449769279
1963,2019,8b,246.0,222.0,2.0,1,1,77.659921307,78.545955653,66.779948528,84.830898116
1965,2019,8b,214.0,202.0,1.0,1,1,72.808989609,82.865869934,68.964490206,84.678581891
1966,2019,8b,254.0,237.0,2.0,1,1,74.383383823,74.590634743,67.454529402,77.521092986
1967,2019,8b,283.0,263.0,3.0,1,1,71.895700953,72.180239252,70.183265895,74.605863843
1968,2019,8b,224.0,210.0,2.0,1,1,74.222202846,71.335090876,73.148502627,74.310895015
1969,2019,8b,221.0,197.0,3.0,1,1,69.283030343,63.80047717,61.680698349,69.793269327
1970,2019,8b,254.0,229.0,2.0,1,1,82.826245479,80.428777559,70.420840157,86.259814207
1971,2019,8b,245.0,216.0,2.0,1,1,74.229228254,73.476530425,68.284126042,74.17718125
1975,2019,8b,236.0,197.0,3.0,1,1,73.561823328,74.291705355,70.089942733,78.371680344
1977,2019,8b,276.0,241.0,4.0,2,1,65.80820598,69.411028287,66.119749444,73.645781325
1980,2019,8b,256.0,202.0,3.0,2,1,70.566839001,71.954651572,67.247689632,71.682223799
1987,2019,8b,220.0,199.0,2.0,2,1,75.318522185,76.909256103,66.363374327,79.202920014
1989,2019,8b,277.0,250.0,5.0,3,1,66.994500161,66.72859327,61.403742617,69.165416228
1997,2019,8b,297.0,258.0,2.0,1,1,77.787008351,78.98429807,72.494561973,76.871598678
1998,2019,8b,217.0,199.0,2.0,1,1,72.513625538,73.132329579,65.325811486,74.666229341
1999,2019,8b,207.0,193.0,1.0,1,1,76.207951224,70.172714842,64.078654428,75.618874292
2003,2019,8b,278.0,276.0,3.0,1,1,87.567449342,87.027642802,85.603461649,95.250096625
2005,2019,8b,207.0,207.0,1.0,1,1,75.326966191,75.383793148,76.956598823,79.828233891
2007,2019,8b,242.0,217.0,3.0,2,1,68.388932564,63.203599243,66.518990196,67.756829399
2008,2019,8b,256.0,210.0,2.0,2,1,75.122707748,72.683205897,67.586954706,76.007886475
2009,2019,8b,272.0,228.0,3.0,1,2,67.004851039,61.103325594,70.606398971,66.009814652
2014,2019,8b,230.0,231.0,2.0,1,1,77.057222881,69.913059871,63.822982946,76.755531017
2017,2019,8b,206.0,188.0,2.0,1,1,82.679530941,80.423714149,76.456679956,77.644286857
2018,2019,8b,235.0,217.0,3.0,1,1,68.771273491,63.320108735,62.243129227,66.613758684
2019,2019,8b,223.0,191.0,2.0,1,1,68.957175895,71.216288371,64.282562993,71.4640169
2020,2019,8b,238.0,212.0,2.0,1,1,74.863908297,74.743355643,66.896017567,74.704036782
2021,2019,8b,249.0,229.0,2.0,1,1,73.853124634,72.307969673,68.155154492,77.158010822
2022,2019,8b,228.0,222.0,1.0,1,1,81.398188183,79.126206595,72.897232975,84.133149404
2023,2019,8b,218.0,196.0,2.0,1,1,74.419029335,74.428473126,62.602197726,68.85145041
2024,2019,8b,221.0,184.0,2.0,1,1,78.927193991,68.265972862,66.001365355,70.03710457
2026,2019,8b,231.0,211.0,2.0,1,1,75.246876594,77.290114172,66.777998041,81.189887793
2027,2019,8b,224.0,228.0,3.0,1,1,60.694799453,75.265017794,57.126088028,71.455285762
2035,2019,8b,221.0,228.0,1.0,1,2,75.995124496,67.651502851,65.150091752,73.79874495
2036,2019,8b,257.0,246.0,2.0,1,2,78.456842212,88.480576375,82.275842679,82.455545597
2037,2019,8b,231.0,231.0,2.0,1,2,82.802226873,79.469177333,76.152211964,82.534432257
2040,2019,8b,261.0,246.0,3.0,2,1,68.612136012,74.240773236,69.54214683,76.261498394
2041,2019,8b,240.0,228.0,3.0,2,1,65.025527926,73.676699304,65.594527707,68.915409975
2042,2019,8b,294.0,269.0,4.0,2,1,70.507553225,71.663679727,69.999819365,74.208999094
2043,2019,8b,262.0,225.0,2.0,2,1,72.685268794,71.286323047,63.431272069,75.261522359
2045,2019,8b,282.0,270.0,4.0,2,1,71.266296482,74.038713975,69.990755441,74.7193993
2047,2019,8b,235.0,225.0,2.0,2,1,64.771051908,66.653758772,63.845003084,70.335813366
2048,2019,8b,254.0,259.0,2.0,2,1,67.921632143,72.442597541,60.702999462,70.952351732
2049,2019,8b,275.0,271.0,4.0,2,1,73.878461643,79.773650876,73.599614287,81.420434658
2050,2019,8b,205.0,173.0,2.0,2,1,72.814727298,63.806822334,63.185537784,67.694225099
2052,2019,8b,226.0,205.0,3.0,2,1,69.611874886,69.687792168,65.023761279,71.896252192
2054,2019,8b,221.0,228.0,3.0,2,1,78.878239433,81.917175004,73.692789145,83.895210261
2055,2019,8b,252.0,226.0,2.0,2,1,76.48614574,75.377543907,67.779154625,75.660508967
2057,2019,8b,209.0,212.0,2.0,2,1,82.813917372,84.501814062,79.810744831,87.138000358
2065,2019,8b,225.0,206.0,2.0,1,1,77.032269456,73.514900985,69.723176291,78.494486866
2066,2019,8b,224.0,211.0,2.0,1,1,66.744443486,66.074710298,57.393312226,66.432873364
2068,2019,8b,250.0,220.0,3.0,1,2,71.246964583,68.611891146,73.063761637,73.828391408
2074,2019,8b,215.0,204.0,2.0,1,1,75.501291714,67.513368761,68.947775492,74.612364068
2075,2019,8b,234.0,222.0,2.0,1,1,71.090512824,69.067475649,69.830507415,76.098548856
2078,2019,8b,244.0,228.0,3.0,1,1,78.34063516,78.534437725,71.383333757,81.303644557
2079,2019,8b,247.0,242.0,3.0,1,1,80.435880936,83.301837655,74.270979124,82.376300173
2081,2019,8b,239.0,243.0,2.0,1,2,70.032149461,68.388967785,69.703689808,75.819441836
2083,2019,8b,256.0,245.0,3.0,2,1,72.638853393,76.986181163,66.458431266,80.472157373
2084,2019,8b,228.0,235.0,2.0,1,1,68.111603725,66.541159115,68.656422902,68.855780461
2085,2019,8b,201.0,214.0,3.0,1,1,72.35639229,72.171377369,72.181960617,78.294155104
2089,2019,8b,223.0,228.0,3.0,2,2,80.471565743,77.866829645,77.545778614,83.319921953
2090,2019,8b,249.0,253.0,3.0,2,1,70.397585738,71.663588588,71.380476743,72.376732472
2091,2019,8b,239.0,228.0,3.0,1,1,71.351170412,68.36828966,70.164788374,75.966487453
2092,2019,8b,255.0,257.0,2.0,1,2,90.552521122,91.778309792,89.371118517,92.317006743
2096,2019,8b,284.0,241.0,2.0,1,2,83.771196194,93.636563001,84.888510879,91.763756986
2099,2019,8b,281.0,239.0,3.0,2,1,78.790635243,89.495239844,78.311664142,86.521413142
2109,2019,8b,293.0,272.0,3.0,1,1,78.603889638,81.230029964,75.75962234,84.090184508
2110,2019,8b,286.0,267.0,3.0,1,1,67.256309593,72.640235278,65.535292943,73.338478194
2112,2019,8b,251.0,230.0,3.0,1,1,71.979306304,71.557988865,70.388717212,73.655704214
2114,2019,8b,256.0,236.0,2.0,1,1,70.583749402,69.87483558,67.813369554,71.186921352
2115,2019,8b,238.0,205.0,1.0,1,1,80.028102205,75.50283366,67.442506426,78.949363204
2116,2019,8b,238.0,224.0,3.0,1,1,78.827157448,81.167302594,76.488589528,86.631053022
2118,2019,8b,256.0,227.0,2.0,1,1,86.840257978,86.723122448,83.606866866,93.234811283
2119,2019,8b,216.0,197.0,2.0,1,1,77.410546504,74.445458411,66.806253689,83.933303229
2120,2019,8b,264.0,244.0,3.0,1,1,80.554624184,81.591151874,72.394476918,82.813808154
2121,2019,8b,273.0,266.0,3.0,1,1,83.470228499,85.457656462,81.01639676,84.757718185
2122,2019,8b,221.0,207.0,3.0,1,1,67.611672765,64.354572002,63.823398152,72.614455084
2123,2019,8b,259.0,224.0,2.0,1,1,74.462825915,78.651476532,73.759442136,75.562285681
2124,2019,8b,222.0,218.0,2.0,1,1,73.607422416,73.307866341,68.153212542,77.573292488
2125,2019,8b,237.0,201.0,1.0,1,1,77.607496354,78.653105618,69.618645515,78.933250374
