agno|fecha_bbdd|codigo_bbdd|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect6b_rbd|nalu_mate6b_rbd|nalu_soc6b_rbd|prom_lect6b_rbd|prom_mate6b_rbd|prom_soc6b_rbd|dif_lect6b_rbd|dif_mate6b_rbd|dif_soc6b_rbd|difgru_lect6b_rbd|difgru_mate6b_rbd|difgru_soc6b_rbd|sigdif_lect6b_rbd|sigdif_mate6b_rbd|sigdif_soc6b_rbd|siggru_lect6b_rbd|siggru_mate6b_rbd|siggru_soc6b_rbd|marca_lect6b_rbd|marca_mate6b_rbd|marca_soc6b_rbd|marcadif_lect6b_rbd|marcadif_mate6b_rbd|marcadif_soc6b_rbd|palu_eda_ins_lect6b_rbd|palu_eda_ele_lect6b_rbd|palu_eda_ade_lect6b_rbd|palu_eda_ins_mate6b_rbd|palu_eda_ele_mate6b_rbd|palu_eda_ade_mate6b_rbd|noaplica
2016|20171024|final20171024v1|6b|9190|1|ESCUELA PARTICULAR COLEGIO CEDI|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13118|MACUL|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|16|17|16|266|280|292|-1|0|12|1|7|26|No significativa|No significativa|No significativa|No significativa|No significativa|Positiva y significativa|||||||31.299999|25|43.799999|5.9000001|41.200001|52.900002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9194|4|CENTRO EDUC PROFES GMO GONZALEZ HEINRICH|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio|Urbano|24|22|24|218|219|216|16|-10|-9|-32|-34|-33|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||66.699997|16.700001|16.700001|68.199997|27.299999|4.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9197|9|ESCUELA PARTICULAR WELCOME SCHOOL|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|79|75|79|236|235|224|22|-3|3|1|1|-9|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|||||||46.799999|32.900002|20.299999|41.299999|45.299999|13.3|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9200|2|COLEGIO PARTICULAR JORGE PRIETO LETELIER|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|63|63|63|217|229|235|-1|1|6|-18|-5|2|No significativa|No significativa|No significativa|Negativa y significativa|No significativa|No significativa|||||||63.5|27|9.5|54|36.5|9.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9201|0|ESCUELA PARTICULAR SANTIAGO DE CHILE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio|Urbano|19|20|19|238|241|226|-16|6|-25|-12|-12|-23|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||42.099998|42.099998|15.8|40|40|20|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9205|3|ESCUELA PARTICULAR THE NEW SCHOOL|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13118|MACUL|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio|Urbano|55|53|55|234|243|225|-7|-13|-19|-16|-10|-24|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||50.900002|27.299999|21.799999|32.099998|56.599998|11.3|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9206|1|COLEGIO PARTICULAR NUMERO DOS DE NUÑOA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio|Urbano|88|84|87|242|250|235|20|25|14|-8|-3|-14|Positiva y significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|No significativa|Negativa y significativa|||||||44.299999|35.200001|20.5|26.200001|58.299999|15.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9208|8|COMPLEJO EDUCACIONAL ESPERANZA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13118|MACUL|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio|Urbano|36|36|36|205|231|237|-30|1|2|-45|-22|-12|Negativa y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||72.199997|19.4|8.3000002|47.200001|41.700001|11.1|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9209|6|ESCUELA PARTICULAR SAN JUAN BAUTISTA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|67|63|67|246|243|235|10|-15|-10|-19|-30|-31|No significativa|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||43.299999|23.9|32.799999|33.299999|50.799999|15.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9213|4|COLEGIO, CENTRO EDUC.AMERICO VESPUCIO|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|34|35|34|215|227|216|19|23|11|-20|-7|-17|Positiva y significativa|Positiva y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||64.699997|23.5|11.8|54.299999|42.900002|2.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9216|9|COLEGIO SUIZO DE SANTIAGO|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|39|37|39|304|314|299|26|30|4|21|15|11|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||0|15.4|84.599998|0|16.200001|83.800003|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9217|7|COLEGIO AKROS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|29|30|29|303|342|311|-3|-13|-16|20|43|23|No significativa|No significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||3.4000001|20.700001|75.900002|0|3.3|96.699997|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9221|5|COLEGIO ALTAMIRA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|50|50|50|266|262|259|7|-6|-3|-17|-37|-29|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||26|28|46|24|44|32|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9228|2|INSTITUTO PABLO NERUDA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Medio alto|Urbano|14|15|0|220|223||-12|9||-45|-50||No significativa|No significativa||Negativa y significativa|Negativa y significativa||||Alumnos insuficientes|||Alumnos insuficientes para comparación|64.300003|14.3|21.4|46.700001|46.700001|6.6999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9230|4|COLEGIO ISABEL LA CATOLICA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|22|22|22|282|285|292|15|10|25|-1|-14|4|Positiva y significativa|No significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|||||||9.1000004|36.400002|54.5|4.5|50|45.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9237|1|INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13115|LO BARNECHEA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|75|71|75|298|301|282|-4|3|-15|15|2|-6|No significativa|No significativa|Negativa y significativa|Positiva y significativa|No significativa|Negativa y significativa|||||||5.3000002|30.700001|64|1.4|35.200001|63.400002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9239|8|COLEGIO FRANCISCO DE MIRANDA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|17|19|17|268|275|281|-19|-4|-7|-15|-24|-7|Negativa y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||23.5|29.4|47.099998|15.8|31.6|52.599998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9244|4|FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAME|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13122|PEÑALOLÉN|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|38|39|37|265|282|256|6|-16|-17|-18|-17|-32|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||28.9|31.6|39.5|7.6999998|41|51.299999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9246|0|COLEGIO SAN AGUSTIN|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|68|73|70|271|293|280|-8|-7|-11|-12|-6|-8|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||22.1|29.4|48.5|4.0999999|32.900002|63|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9249|5|COLEGIO SAINT GASPAR COLLEGE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|46|46|46|299|314|308|-4|0|-11|16|15|20|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||10.9|10.9|78.300003|4.3000002|17.4|78.300003|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9250|9|COLEGIO CALASANZ|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|110|112|110|286|321|292|1|3|-6|3|22|4|No significativa|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|||||||11.8|27.299999|60.900002|0|14.3|85.699997|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9259|2|COLEGIO SANTO TOMAS ÑUÑOA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular subvencionado|Particular subvencionado|Alto|Urbano|102|104|102|264|287|257|-22|-17|-34|-19|-12|-31|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||26.5|31.4|42.200001|5.8000002|39.400002|54.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9267|3|LICEO EXPERIMENTAL MANUEL DE SALAS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|111|118|109|274|276|270|-4|9|-2|-9|-23|-18|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||17.1|31.5|51.400002|10.2|48.299999|41.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9268|1|ESCUELA BÁSICA Nº520 FLORENCE NIGHTINGALE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13118|MACUL|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|14|15|14|297|297|299|0|10|8|14|-2|11|No significativa|No significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||0|21.4|78.599998|0|40|60|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9270|3|COLEGIO VICTOR DOMINGO SILVA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|15|15|15|271|264|275|5|2|12|-12|-35|-13|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||13.3|33.299999|53.299999|20|60|20|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9271|1|COLEGIO THE KENT SCHOOL|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13123|PROVIDENCIA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|53|53|53|299|319|320|-9|-10|-11|16|20|32|No significativa|No significativa|No significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||3.8|22.6|73.599998|0|18.9|81.099998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9276|2|COLEGIO UNIVERSITARIO EL SALVADOR|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|46|48|47|282|284|287|-4|-15|-9|-1|-15|-1|No significativa|Negativa y significativa|No significativa|No significativa|Negativa y significativa|No significativa|||||||10.9|32.599998|56.5|10.4|41.700001|47.900002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9277|0|COLEGIO SAN MARCOS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13118|MACUL|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|41|44|41|261|290|267|-14|-16|-21|-22|-9|-21|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||24.4|39|36.599998|6.8000002|34.099998|59.099998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9278|9|COLEGIO INSTITUTO SANTA MARIA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13120|ÑUÑOA|SANTIAGO ORIENTE|Particular pagado|Particular pagado|Alto|Urbano|26|28|26|264|289|272|-11|-10|5|-19|-10|-16|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||26.9|38.5|34.599998|10.7|28.6|60.700001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9282|7|ESCUELA GUARDIAMARINA ERNESTO RIQUELME|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio|Urbano|26|25|26|236|244|242|33|34|38|-14|-9|-7|Positiva y significativa|Positiva y significativa|Positiva y significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||61.5|26.9|11.5|48|36|16|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9283|5|ESCUELA BELLAVISTA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio|Urbano|144|145|144|253|245|252|24|10|16|3|-8|3|Positiva y significativa|Positiva y significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|||||||31.299999|36.799999|31.9|40|43.400002|16.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9284|3|ESCUELA ELSA SANTIBANEZ|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio|Urbano|67|66|67|267|285|268|26|42|30|17|32|19|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|Positiva y significativa|||||||20.9|40.299999|38.799999|7.5999999|39.400002|53|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9285|1|ESCUELA MARCELA PAZ|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Bajo|Urbano|20|20|20|224|225|220|32|24|2|-8|-2|-7|Positiva y significativa|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|||||||60|30|10|65|25|10|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9288|6|LICEO NUEVO AMANECER|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|28|26|28|222|235|234|-11|20|11|-13|1|1|No significativa|Positiva y significativa|No significativa|Negativa y significativa|No significativa|No significativa|||||||64.300003|21.4|14.3|38.5|57.700001|3.8|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9289|4|ESCUELA LAS ARAUCARIAS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|28|29|29|206|200|221|-40|-28|-23|-29|-34|-12|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||71.400002|25|3.5999999|82.800003|17.200001|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9290|8|ESCUELA SOTERO DEL RIO|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Bajo|Urbano|18|18|22|228|229|216|-18|1|-27|-4|2|-11|Negativa y significativa|No significativa|Negativa y significativa|No significativa|No significativa|Negativa y significativa|||||||61.099998|33.299999|5.5999999|50|44.400002|5.5999999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9292|4|COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMORE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|22|21|22|231|231|222|23|11|12|-4|-3|-11|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|Negativa y significativa|||||||50|36.400002|13.6|38.099998|52.400002|9.5|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9293|2|LICEO POLIVALENTE LOS ALMENDROS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Bajo|Urbano|13|9|12|202|216|224|10|-6|36|-30|-11|-3|No significativa|No significativa|Positiva y significativa|Negativa y significativa|No significativa|No significativa|||||||69.199997|30.799999|0||||Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9294|0|LICEO ANDRES BELLO|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|18|17|17|246|256|236|22|34|15|11|22|3|Positiva y significativa|Positiva y significativa|No significativa|Positiva y significativa|Positiva y significativa|No significativa|||||||33.299999|38.900002|27.799999|29.4|41.200001|29.4|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9296|7|ESCUELA LAS LILAS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|25|25|25|249|239|244|19|9|15|14|5|11|Positiva y significativa|No significativa|No significativa|Positiva y significativa|No significativa|Positiva y significativa|||||||40|36|24|36|48|16|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9298|3|LICEO INDIRA GANDHI|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|31|30|30|191|220|203|-17|-3|-19|-44|-14|-30|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||87.099998|9.6999998|3.2|50|50|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9299|1|ESCUELA SANTA IRENE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio|Urbano|42|42|43|243|242|241|18|6|15|-7|-11|-8|Positiva y significativa|No significativa|Positiva y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||47.599998|23.799999|28.6|28.6|59.5|11.9|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9302|5|ESCUELA LO CANAS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|24|24|24|213|221|198|2|-8|-30|-22|-13|-35|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||79.199997|16.700001|4.1999998|54.200001|41.700001|4.1999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9304|1|ESCUELA LOS CEREZOS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|24|23|24|224|211|231|34|-10|22|-11|-23|-2|Positiva y significativa|No significativa|Positiva y significativa|Negativa y significativa|Negativa y significativa|No significativa|||||||62.5|25|12.5|69.599998|21.700001|8.6999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9306|8|ESCUELA LOS QUILLAYES|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Bajo|Urbano|13|13|13|204|214|196|-5|-15|-21|-28|-13|-31|No significativa|No significativa|No significativa|Negativa y significativa|No significativa|Negativa y significativa|||||||76.900002|15.4|7.6999998|53.799999|46.200001|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9307|6|ESCUELA  OSCAR CASTRO|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Corporación Municipal|Municipal|Medio bajo|Urbano|30|29|29|201|214|201|-7|3|-21|-34|-20|-32|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||76.699997|16.700001|6.6999998|65.5|34.5|0|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9308|4|ESCUELA PARTICULAR UNIDAD DIVINA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|56|58|57|217|207|213|22||12|-18|-27|-20|Positiva y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||Con marca medición anterior: No reporte||66.099998|23.200001|10.7|67.199997|29.299999|3.4000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9311|4|COLEGIO PARTICULAR ISLA WELLINGTON|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|26|23|25|223|209|217|0|-4|-19|-12|-25|-16|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||53.799999|34.599998|11.5|65.199997|30.4|4.3000002|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9312|2|CHILEAN EAGLES COLLEGE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio|Urbano|90|93|90|236|234|240|-13|-9|-7|-14|-19|-9|Negativa y significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||52.200001|28.9|18.9|40.900002|49.5|9.6999998|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9317|3|INSTITUTO LA SALLE|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Alto|Urbano|84|84|83|270|284|270|-2|-3|-6|-13|-15|-18|No significativa|No significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||20.200001|34.5|45.200001|10.7|34.5|54.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9318|1|COLEGIO MAURICIO RUGENDAS|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio|Urbano|22|23|23|232|275|280|-27|-1|10|-18|22|31|Negativa y significativa|No significativa|No significativa|Negativa y significativa|Positiva y significativa|Positiva y significativa|||||||45.5|40.900002|13.6|0|65.199997|34.799999|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9324|6|ESCUELA PARTICULAR MSR.DIEGO ROSALES|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|28|29|27|236|248|240|-3|23|-9|1|14|7|No significativa|Positiva y significativa|No significativa|No significativa|Positiva y significativa|No significativa|||||||53.599998|32.099998|14.3|24.1|65.5|10.3|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9328|9|COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio|Urbano|33|34|32|221|229|216|-32|-7|-35|-29|-24|-33|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||69.699997|15.2|15.2|41.200001|52.900002|5.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9330|0|COLEGIO ALAIN DE LA FLORIDA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio|Urbano|17|17|17|244|248|246|37|31|17|-6|-5|-3|Positiva y significativa|Positiva y significativa|No significativa|No significativa|No significativa|No significativa|||||||29.4|52.900002|17.6|23.5|70.599998|5.9000001|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9331|9|COLEGIO PARTICULAR THE GARDEN SCHOOL|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio alto|Urbano|128|132|125|250|245|245|9|-23|0|-15|-28|-21|No significativa|Negativa y significativa|No significativa|Negativa y significativa|Negativa y significativa|Negativa y significativa|||||||35.200001|28.9|35.900002|33.299999|53|13.6|Rbd y curso rinde Simce
2016|20171024|final20171024v1|6b|9332|7|COLEGIO SANTA PATRICIA DE LA FLORIDA|13|REGION METROPOLITANA DE SANTIAGO|1|SANTIAGO|13110|LA FLORIDA|CORDILLERA|Particular subvencionado|Particular subvencionado|Medio bajo|Urbano|43|43|43|242|234|237|13|6|22|7|0|4|No significativa|No significativa|Positiva y significativa|Positiva y significativa|No significativa|No significativa|||||||51.200001|20.9|27.9|37.200001|60.5|2.3|Rbd y curso rinde Simce
